gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,iucnOriginUS,iucnCategory,iucnPopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,percL2,L2endemic,Jend,Endemic,Group,Subgroup,potRare,Spp,na_l2code,na_l2name,totalSppPix,SppProt,SppPercProt,Spp_L2
mDUSHx,Dusky Shrew,Sorex monticolus,41405.0,Montane Shrew,Sorex monticolus,Native,LC,stable,0,16921,74.3880941132,0,51.9500347662,1,0,0,A,A,0,mDUSHx,13.1,UPPER GILA MOUNTAINS,72576721,7741877,11,mDUSHx_13.1
mDUSHx,Dusky Shrew,Sorex monticolus,41405.0,Montane Shrew,Sorex monticolus,Native,LC,stable,0,16921,74.3880941132,0,51.9500347662,1,0,0,A,A,0,mDUSHx,6.2,WESTERN CORDILLERA,652954140,135075185,21,mDUSHx_6.2
mDUSHx,Dusky Shrew,Sorex monticolus,41405.0,Montane Shrew,Sorex monticolus,Native,LC,stable,0,16921,74.3880941132,0,51.9500347662,1,0,0,A,A,0,mDUSHx,7.1,MARINE WEST COAST FOREST,38130621,3921335,10,mDUSHx_7.1
mDUSHx,Dusky Shrew,Sorex monticolus,41405.0,Montane Shrew,Sorex monticolus,Native,LC,stable,0,16921,74.3880941132,0,51.9500347662,1,0,0,A,A,0,mDUSHx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,94023049,4386878,5,mDUSHx_9.3
mDUSHx,Dusky Shrew,Sorex monticolus,41405.0,Montane Shrew,Sorex monticolus,Native,LC,stable,0,16921,74.3880941132,0,51.9500347662,1,0,0,A,A,0,mDUSHx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,45733147,1016850,2,mDUSHx_9.4
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,10.1,COLD DESERTS,173336637,9200647,5,mDWSHx_10.1
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,10.2,WARM DESERTS,472756,90610,19,mDWSHx_10.2
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,12.1,WESTERN SIERRA MADRE PIEDMONT,1532,0,0,mDWSHx_12.1
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,13.1,UPPER GILA MOUNTAINS,27028330,4176417,15,mDWSHx_13.1
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,6.2,WESTERN CORDILLERA,328357923,59935139,18,mDWSHx_6.2
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,139734038,1202229,1,mDWSHx_9.3
mDWSHx,Dwarf Shrew,Sorex nanus,41406.0,Dwarf Shrew,Sorex nanus,Native,LC,unknown,0,12820,53.2047417555,0,0.0,0,1,0,A,A,0,mDWSHx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,43596777,527983,1,mDWSHx_9.4
mDZRAx,Dulzura Kangaroo Rat,Dipodomys simulans,136630.0,Dulzura Kangaroo Rat,Dipodomys simulans,Native,LC,unknown,0,341,35.4811289815,0,93.5225566262,1,0,0,A,A,0,mDZRAx,10.2,WARM DESERTS,813773,454019,56,mDZRAx_10.2
mDZRAx,Dulzura Kangaroo Rat,Dipodomys simulans,136630.0,Dulzura Kangaroo Rat,Dipodomys simulans,Native,LC,unknown,0,341,35.4811289815,0,93.5225566262,1,0,0,A,A,0,mDZRAx,11.1,MEDITERRANEAN CALIFORNIA,11749409,1615792,14,mDZRAx_11.1
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,5.2,MIXED WOOD SHIELD,90779760,13930413,15,mEACHx_5.2
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,5.3,ATLANTIC HIGHLANDS,92851885,14103369,15,mEACHx_5.3
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,8.1,MIXED WOOD PLAINS,166819801,4644189,3,mEACHx_8.1
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,8.2,CENTRAL USA PLAINS,47373060,1120542,2,mEACHx_8.2
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,8.3,SOUTHEASTERN USA PLAINS,322207162,9229918,3,mEACHx_8.3
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,317400001,20505852,6,mEACHx_8.4
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,20557147,1293506,6,mEACHx_8.5
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,9.2,TEMPERATE PRAIRIES,33076207,1231304,4,mEACHx_9.2
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,360118,1402,0,mEACHx_9.4
mEACHx,Eastern Chipmunk,Tamias striatus,42583.0,Eastern Chipmunk,Tamias striatus,Native,LC,stable,0,30439,36.6603327301,0,0.0,0,0,0,A,A,0,mEACHx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,332915,231,0,mEACHx_9.5
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,10.1,COLD DESERTS,27467958,2156668,8,mEACOx_10.1
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,10.2,WARM DESERTS,41900561,2606987,6,mEACOx_10.2
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,12.1,WESTERN SIERRA MADRE PIEDMONT,21403685,3061271,14,mEACOx_12.1
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,13.1,UPPER GILA MOUNTAINS,84834609,9013991,11,mEACOx_13.1
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,15.4,EVERGLADES,1680224,341970,20,mEACOx_15.4
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,5.2,MIXED WOOD SHIELD,13931366,2185373,16,mEACOx_5.2
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,5.3,ATLANTIC HIGHLANDS,10059442,509031,5,mEACOx_5.3
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,6.2,WESTERN CORDILLERA,22710103,1336346,6,mEACOx_6.2
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,7.1,MARINE WEST COAST FOREST,8513369,165370,2,mEACOx_7.1
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,8.1,MIXED WOOD PLAINS,67420369,2454749,4,mEACOx_8.1
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,8.2,CENTRAL USA PLAINS,20613431,1160453,6,mEACOx_8.2
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,8.3,SOUTHEASTERN USA PLAINS,240894096,3792354,2,mEACOx_8.3
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,110000813,2081266,2,mEACOx_8.4
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,49502905,3359260,7,mEACOx_8.5
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,9.2,TEMPERATE PRAIRIES,31485942,1310752,4,mEACOx_9.2
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,13095014,322887,2,mEACOx_9.3
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,77869270,962832,1,mEACOx_9.4
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,8291515,197047,2,mEACOx_9.5
mEACOx,Eastern Cottontail,Sylvilagus floridanus,41299.0,Eastern Cottontail,Sylvilagus floridanus,Native,LC,unknown,0,53731,15.5149628488,0,0.0,0,0,0,A,A,0,mEACOx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,4149046,9542,0,mEACOx_9.6
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,10.2,WARM DESERTS,26309,0,0,mEAMOx_10.2
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,15.4,EVERGLADES,2200066,90417,4,mEAMOx_15.4
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,5.2,MIXED WOOD SHIELD,6279780,528624,8,mEAMOx_5.2
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,5.3,ATLANTIC HIGHLANDS,3775929,227721,6,mEAMOx_5.3
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,6.2,WESTERN CORDILLERA,367344,23522,6,mEAMOx_6.2
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,8.1,MIXED WOOD PLAINS,81742498,2135865,3,mEAMOx_8.1
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,8.2,CENTRAL USA PLAINS,63644689,1205188,2,mEAMOx_8.2
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,8.3,SOUTHEASTERN USA PLAINS,568900973,11061795,2,mEAMOx_8.3
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,299322436,13201965,4,mEAMOx_8.4
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,91849329,4552932,5,mEAMOx_8.5
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,9.2,TEMPERATE PRAIRIES,120123183,2149979,2,mEAMOx_9.2
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,76534835,1046395,1,mEAMOx_9.3
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,228307433,2816582,1,mEAMOx_9.4
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,18678367,408425,2,mEAMOx_9.5
mEAMOx,Eastern Mole,Scalopus aquaticus,41471.0,Eastern Mole,Scalopus aquaticus,Native,LC,stable,0,36954,40.8949535362,0,0.0,0,0,0,A,A,0,mEAMOx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,1160115,195,0,mEAMOx_9.6
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,10.2,WARM DESERTS,69640863,4787941,7,mEAPIx_10.2
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,15.4,EVERGLADES,12145968,4355070,36,mEAPIx_15.4
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,5.2,MIXED WOOD SHIELD,79182832,16375959,21,mEAPIx_5.2
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,5.3,ATLANTIC HIGHLANDS,126887083,15084843,12,mEAPIx_5.3
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,6.2,WESTERN CORDILLERA,5754598,543228,9,mEAPIx_6.2
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,8.1,MIXED WOOD PLAINS,341871236,8904507,3,mEAPIx_8.1
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,8.2,CENTRAL USA PLAINS,140203243,2974200,2,mEAPIx_8.2
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,8.3,SOUTHEASTERN USA PLAINS,1070407476,23091175,2,mEAPIx_8.3
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,522014831,22820819,4,mEAPIx_8.4
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,310720366,24226822,8,mEAPIx_8.5
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,9.2,TEMPERATE PRAIRIES,192177179,4362509,2,mEAPIx_9.2
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,7969543,277538,3,mEAPIx_9.3
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,397886495,3839971,1,mEAPIx_9.4
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,40056488,1729390,4,mEAPIx_9.5
mEAPIx,Eastern Pipistrelle,Pipistrellus subflavus,17366.0,Eastern Pipistrelle,Perimyotis subflavus,Native,VU,decreasing,1,43317,75.5577812782,0,0.0,0,0,0,D,DD,1,mEAPIx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,50820703,146150,0,mEAPIx_9.6
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,15.4,EVERGLADES,56500,31647,56,mEAWOx_15.4
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,6.2,WESTERN CORDILLERA,5045,0,0,mEAWOx_6.2
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,8.3,SOUTHEASTERN USA PLAINS,123028105,4984060,4,mEAWOx_8.3
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,100298470,10417356,10,mEAWOx_8.4
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,65248169,10104129,15,mEAWOx_8.5
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,9.2,TEMPERATE PRAIRIES,9878641,450466,5,mEAWOx_9.2
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,5589924,61672,1,mEAWOx_9.3
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,120257894,2573952,2,mEAWOx_9.4
mEAWOx,Eastern Woodrat,Neotoma floridana,42650.0,Eastern Woodrat,Neotoma floridana,Native,LC,decreasing,1,15949,24.1530063103,0,0.0,0,1,0,D,DD,1,mEAWOx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,6323485,225526,4,mEAWOx_9.5
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,11.1,MEDITERRANEAN CALIFORNIA,2995320,144173,5,mEBSQx_11.1
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,15.4,EVERGLADES,2738368,52393,2,mEBSQx_15.4
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,5.2,MIXED WOOD SHIELD,81235278,14728561,18,mEBSQx_5.2
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,5.3,ATLANTIC HIGHLANDS,98000288,13391618,14,mEBSQx_5.3
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,6.2,WESTERN CORDILLERA,113143,66,0,mEBSQx_6.2
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,7.1,MARINE WEST COAST FOREST,2585735,74286,3,mEBSQx_7.1
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,8.1,MIXED WOOD PLAINS,166647964,5413623,3,mEBSQx_8.1
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,8.2,CENTRAL USA PLAINS,43368334,1291245,3,mEBSQx_8.2
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,8.3,SOUTHEASTERN USA PLAINS,477102677,16462408,3,mEBSQx_8.3
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,378663860,27244379,7,mEBSQx_8.4
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,81688631,9518957,12,mEBSQx_8.5
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,9.2,TEMPERATE PRAIRIES,31493994,1618010,5,mEBSQx_9.2
mEBSQx,Eastern Gray Squirrel,Sciurus carolinensis,42462.0,Eastern Gray Squirrel,Sciurus carolinensis,Native,LC,increasing,0,36353,38.0255137699,0,0.0,0,0,0,A,A,0,mEBSQx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,319510,40135,13,mEBSQx_9.3
