gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,iucnOriginUS,iucnCategory,iucnPopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,percL2,L2endemic,Jend,Endemic,Group,Subgroup,potRare,Spp,na_l2code,na_l2name,totalSppPix,SppProt,SppPercProt,Spp_L2
aABSAx,Austin Blind Salamander,Eurycea waterlooensis,59278.0,Austin Blind Salamander,Eurycea waterlooensis,Native,VU,unknown,1,2,1.05531038248,1,100.0,1,1,1,H,DD,1,aABSAx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,3235,650,20,aABSAx_9.4
aACSSx,Atlantic Coast Slimy Salamander,Plethodon chlorobryonis,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,1442,16.6773182693,0,63.1578259647,1,1,1,B,TR,1,aACSSx,8.3,SOUTHEASTERN USA PLAINS,14548805,529371,4,aACSSx_8.3
aACSSx,Atlantic Coast Slimy Salamander,Plethodon chlorobryonis,59340.0,Slimy Salamander,Plethodon glutinosus,Native,LC,stable,0,1442,16.6773182693,0,63.1578259647,1,1,1,B,TR,1,aACSSx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,8486828,613693,7,aACSSx_8.5
aADSAx,Apalachicola Dusky Salamander,Desmognathus apalachicolae,59244.0,Apalachicola Dusky Salamander,Desmognathus apalachicolae,Native,LC,stable,0,347,4.92560373497,1,96.6100128635,1,1,1,E,TR,1,aADSAx,8.3,SOUTHEASTERN USA PLAINS,1568166,30280,2,aADSAx_8.3
aADSAx,Apalachicola Dusky Salamander,Desmognathus apalachicolae,59244.0,Apalachicola Dusky Salamander,Desmognathus apalachicolae,Native,LC,stable,0,347,4.92560373497,1,96.6100128635,1,1,1,E,TR,1,aADSAx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,55026,382,1,aADSAx_8.5
aAGTOx,Amargosa Toad,Anaxyrus nelsoni,3181.0,,Anaxyrus nelsoni,Native,EN,decreasing,1,7,3.34331513165,1,92.9453314264,1,1,1,H,DD,1,aAGTOx,10.1,COLD DESERTS,2417,6,0,aAGTOx_10.1
aAGTOx,Amargosa Toad,Anaxyrus nelsoni,3181.0,,Anaxyrus nelsoni,Native,EN,decreasing,1,7,3.34331513165,1,92.9453314264,1,1,1,H,DD,1,aAGTOx,10.2,WARM DESERTS,31844,1479,5,aAGTOx_10.2
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,10.1,COLD DESERTS,37304914,3348216,9,aAMBUx_10.1
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,10.2,WARM DESERTS,2967992,522509,18,aAMBUx_10.2
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,11.1,MEDITERRANEAN CALIFORNIA,5297260,690806,13,aAMBUx_11.1
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,12.1,WESTERN SIERRA MADRE PIEDMONT,95357,27542,29,aAMBUx_12.1
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,13.1,UPPER GILA MOUNTAINS,329360,50992,15,aAMBUx_13.1
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,15.4,EVERGLADES,448551,25622,6,aAMBUx_15.4
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,5.2,MIXED WOOD SHIELD,44006062,7976811,18,aAMBUx_5.2
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,5.3,ATLANTIC HIGHLANDS,33715243,4714829,14,aAMBUx_5.3
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,6.2,WESTERN CORDILLERA,86755008,14663091,17,aAMBUx_6.2
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,7.1,MARINE WEST COAST FOREST,20116542,1132949,6,aAMBUx_7.1
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,8.1,MIXED WOOD PLAINS,82350805,3455524,4,aAMBUx_8.1
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,8.2,CENTRAL USA PLAINS,42199700,1237016,3,aAMBUx_8.2
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,8.3,SOUTHEASTERN USA PLAINS,333422779,10738315,3,aAMBUx_8.3
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,113617416,6236682,5,aAMBUx_8.4
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,145064874,17002268,12,aAMBUx_8.5
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,9.2,TEMPERATE PRAIRIES,57641003,2112906,4,aAMBUx_9.2
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,6126652,262875,4,aAMBUx_9.3
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,40690225,1181387,3,aAMBUx_9.4
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,9.5,TEXAS-LOUISIANA COASTAL PLAIN,10305207,396406,4,aAMBUx_9.5
aAMBUx,American Bullfrog,Lithobates catesbeianus,58565.0,American Bullfrog,Lithobates catesbeianus,Native,LC,increasing,0,63144,16.4250573832,0,0.0,0,0,0,A,A,0,aAMBUx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,1903228,19079,1,aAMBUx_9.6
aAMDSx,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,59253.0,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,Native,LC,unknown,0,3466,3.27590589639,1,57.5670379766,1,1,1,E,TR,1,aAMDSx,5.3,ATLANTIC HIGHLANDS,2510686,563628,22,aAMDSx_5.3
aAMDSx,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,59253.0,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,Native,LC,unknown,0,3466,3.27590589639,1,57.5670379766,1,1,1,E,TR,1,aAMDSx,8.1,MIXED WOOD PLAINS,2310854,45845,2,aAMDSx_8.1
aAMDSx,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,59253.0,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,Native,LC,unknown,0,3466,3.27590589639,1,57.5670379766,1,1,1,E,TR,1,aAMDSx,8.3,SOUTHEASTERN USA PLAINS,25531,2912,11,aAMDSx_8.3
aAMDSx,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,59253.0,Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,Native,LC,unknown,0,3466,3.27590589639,1,57.5670379766,1,1,1,E,TR,1,aAMDSx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,6575820,416164,6,aAMDSx_8.4
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,5.2,MIXED WOOD SHIELD,40566957,4992389,12,aAMTOx_5.2
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,5.3,ATLANTIC HIGHLANDS,19139441,1832998,10,aAMTOx_5.3
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,8.1,MIXED WOOD PLAINS,101242633,3165784,3,aAMTOx_8.1
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,8.2,CENTRAL USA PLAINS,42305255,998735,2,aAMTOx_8.2
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,8.3,SOUTHEASTERN USA PLAINS,281714587,5705491,2,aAMTOx_8.3
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,162600318,3773654,2,aAMTOx_8.4
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,22504096,3969713,18,aAMTOx_8.5
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,9.2,TEMPERATE PRAIRIES,139302898,4713159,3,aAMTOx_9.2
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,12588239,349987,3,aAMTOx_9.3
aAMTOx,American Toad,Anaxyrus americanus,54570.0,American Toad,Anaxyrus americanus,Native,LC,stable,0,33354,26.7007232995,0,0.0,0,0,0,A,A,0,aAMTOx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,69876611,909550,1,aAMTOx_9.4
aARSAx,Arboreal Salamander,Aneides lugubris,59118.0,Arboreal Salamander,Aneides lugubris,Native,LC,stable,0,1825,10.2890687721,0,76.3042198704,1,0,0,A,A,0,aARSAx,10.2,WARM DESERTS,24206,3731,15,aARSAx_10.2
aARSAx,Arboreal Salamander,Aneides lugubris,59118.0,Arboreal Salamander,Aneides lugubris,Native,LC,stable,0,1825,10.2890687721,0,76.3042198704,1,0,0,A,A,0,aARSAx,11.1,MEDITERRANEAN CALIFORNIA,14013827,1401126,10,aARSAx_11.1
aARSAx,Arboreal Salamander,Aneides lugubris,59118.0,Arboreal Salamander,Aneides lugubris,Native,LC,stable,0,1825,10.2890687721,0,76.3042198704,1,0,0,A,A,0,aARSAx,6.2,WESTERN CORDILLERA,3144090,311208,10,aARSAx_6.2
aARSAx,Arboreal Salamander,Aneides lugubris,59118.0,Arboreal Salamander,Aneides lugubris,Native,LC,stable,0,1825,10.2890687721,0,76.3042198704,1,0,0,A,A,0,aARSAx,7.1,MARINE WEST COAST FOREST,1183607,197439,17,aARSAx_7.1
aARTOx,Arroyo Toad,Anaxyrus californicus,54599.0,Arroyo Toad,Anaxyrus californicus,Native,EN,decreasing,1,504,16.8902730636,0,93.9283578787,1,0,0,D,DD,1,aARTOx,10.2,WARM DESERTS,513592,111816,22,aARTOx_10.2
aARTOx,Arroyo Toad,Anaxyrus californicus,54599.0,Arroyo Toad,Anaxyrus californicus,Native,EN,decreasing,1,504,16.8902730636,0,93.9283578787,1,0,0,D,DD,1,aARTOx,11.1,MEDITERRANEAN CALIFORNIA,7945443,1440487,18,aARTOx_11.1
aARTOx,Arroyo Toad,Anaxyrus californicus,54599.0,Arroyo Toad,Anaxyrus californicus,Native,EN,decreasing,1,504,16.8902730636,0,93.9283578787,1,0,0,D,DD,1,aARTOx,6.2,WESTERN CORDILLERA,11,0,0,aARTOx_6.2
aAZTOx,Arizona Toad,Anaxyrus microscaphus,54709.0,Arizona Toad,Anaxyrus microscaphus,Native,LC,decreasing,1,1704,7.62549735753,1,82.3438565305,1,1,1,H,DD,1,aAZTOx,10.1,COLD DESERTS,688177,97990,14,aAZTOx_10.1
aAZTOx,Arizona Toad,Anaxyrus microscaphus,54709.0,Arizona Toad,Anaxyrus microscaphus,Native,LC,decreasing,1,1704,7.62549735753,1,82.3438565305,1,1,1,H,DD,1,aAZTOx,10.2,WARM DESERTS,990969,147620,15,aAZTOx_10.2
aAZTOx,Arizona Toad,Anaxyrus microscaphus,54709.0,Arizona Toad,Anaxyrus microscaphus,Native,LC,decreasing,1,1704,7.62549735753,1,82.3438565305,1,1,1,H,DD,1,aAZTOx,12.1,WESTERN SIERRA MADRE PIEDMONT,431896,15694,4,aAZTOx_12.1
aAZTOx,Arizona Toad,Anaxyrus microscaphus,54709.0,Arizona Toad,Anaxyrus microscaphus,Native,LC,decreasing,1,1704,7.62549735753,1,82.3438565305,1,1,1,H,DD,1,aAZTOx,13.1,UPPER GILA MOUNTAINS,10242931,1024284,10,aAZTOx_13.1
aAZTOx,Arizona Toad,Anaxyrus microscaphus,54709.0,Arizona Toad,Anaxyrus microscaphus,Native,LC,decreasing,1,1704,7.62549735753,1,82.3438565305,1,1,1,H,DD,1,aAZTOx,6.2,WESTERN CORDILLERA,85244,21508,25,aAZTOx_6.2
aAZTRx,Arizona Treefrog,Hyla wrightorum,55696.0,Wright's Mountain Treefrog,Dryophytes wrightorum,Native,LC,stable,0,1040,13.0418980791,0,94.0679447833,1,0,0,A,A,0,aAZTRx,10.1,COLD DESERTS,155357,21186,14,aAZTRx_10.1
aAZTRx,Arizona Treefrog,Hyla wrightorum,55696.0,Wright's Mountain Treefrog,Dryophytes wrightorum,Native,LC,stable,0,1040,13.0418980791,0,94.0679447833,1,0,0,A,A,0,aAZTRx,10.2,WARM DESERTS,115875,6285,5,aAZTRx_10.2
aAZTRx,Arizona Treefrog,Hyla wrightorum,55696.0,Wright's Mountain Treefrog,Dryophytes wrightorum,Native,LC,stable,0,1040,13.0418980791,0,94.0679447833,1,0,0,A,A,0,aAZTRx,12.1,WESTERN SIERRA MADRE PIEDMONT,507068,50832,10,aAZTRx_12.1
aAZTRx,Arizona Treefrog,Hyla wrightorum,55696.0,Wright's Mountain Treefrog,Dryophytes wrightorum,Native,LC,stable,0,1040,13.0418980791,0,94.0679447833,1,0,0,A,A,0,aAZTRx,13.1,UPPER GILA MOUNTAINS,12341942,1522045,12,aAZTRx_13.1
aBAFRx,Barking Frog,Craugastor augusti,56438.0,Barking Frog,Craugastor augusti,Native,LC,stable,0,1341,2.08593920338,1,54.5165830147,1,0,0,C,TR,1,aBAFRx,10.2,WARM DESERTS,990986,63655,6,aBAFRx_10.2
aBAFRx,Barking Frog,Craugastor augusti,56438.0,Barking Frog,Craugastor augusti,Native,LC,stable,0,1341,2.08593920338,1,54.5165830147,1,0,0,C,TR,1,aBAFRx,12.1,WESTERN SIERRA MADRE PIEDMONT,220937,28655,13,aBAFRx_12.1
aBAFRx,Barking Frog,Craugastor augusti,56438.0,Barking Frog,Craugastor augusti,Native,LC,stable,0,1341,2.08593920338,1,54.5165830147,1,0,0,C,TR,1,aBAFRx,13.1,UPPER GILA MOUNTAINS,254184,17228,7,aBAFRx_13.1
aBAFRx,Barking Frog,Craugastor augusti,56438.0,Barking Frog,Craugastor augusti,Native,LC,stable,0,1341,2.08593920338,1,54.5165830147,1,0,0,C,TR,1,aBAFRx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,1794693,58429,3,aBAFRx_9.4
aBAFRx,Barking Frog,Craugastor augusti,56438.0,Barking Frog,Craugastor augusti,Native,LC,stable,0,1341,2.08593920338,1,54.5165830147,1,0,0,C,TR,1,aBAFRx,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN,31213,49,0,aBAFRx_9.6
aBATRx,Barking Treefrog,Hyla gratiosa,55495.0,Barking Treefrog,Dryophytes gratiosus,Native,LC,stable,0,6718,14.1192892411,0,55.0162055909,1,1,1,B,TR,1,aBATRx,15.4,EVERGLADES,3258067,421024,13,aBATRx_15.4
aBATRx,Barking Treefrog,Hyla gratiosa,55495.0,Barking Treefrog,Dryophytes gratiosus,Native,LC,stable,0,6718,14.1192892411,0,55.0162055909,1,1,1,B,TR,1,aBATRx,8.3,SOUTHEASTERN USA PLAINS,45704812,1753360,4,aBATRx_8.3
aBATRx,Barking Treefrog,Hyla gratiosa,55495.0,Barking Treefrog,Dryophytes gratiosus,Native,LC,stable,0,6718,14.1192892411,0,55.0162055909,1,1,1,B,TR,1,aBATRx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,756350,7642,1,aBATRx_8.4
aBATRx,Barking Treefrog,Hyla gratiosa,55495.0,Barking Treefrog,Dryophytes gratiosus,Native,LC,stable,0,6718,14.1192892411,0,55.0162055909,1,1,1,B,TR,1,aBATRx,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,60807750,8937986,15,aBATRx_8.5
aBBSSx,Black-bellied Slender Salamander,Batrachoseps nigriventris,59130.0,Blackbelly Slender Salamander,Batrachoseps nigriventris,Native,LC,stable,0,506,40.548935553,0,97.0453878319,1,1,1,B,TR,1,aBBSSx,10.2,WARM DESERTS,102971,468,0,aBBSSx_10.2
aBBSSx,Black-bellied Slender Salamander,Batrachoseps nigriventris,59130.0,Blackbelly Slender Salamander,Batrachoseps nigriventris,Native,LC,stable,0,506,40.548935553,0,97.0453878319,1,1,1,B,TR,1,aBBSSx,11.1,MEDITERRANEAN CALIFORNIA,20474305,3357282,16,aBBSSx_11.1
aBBSSx,Black-bellied Slender Salamander,Batrachoseps nigriventris,59130.0,Blackbelly Slender Salamander,Batrachoseps nigriventris,Native,LC,stable,0,506,40.548935553,0,97.0453878319,1,1,1,B,TR,1,aBBSSx,6.2,WESTERN CORDILLERA,520383,16512,3,aBBSSx_6.2
aBCSAx,Berry Cave Salamander,Gyrinophilus gulolineatus,59280.0,Berry Cave Salamander,Gyrinophilus gulolineatus,Native,EN,decreasing,1,3,2.70070502635,1,100.0,1,1,1,H,DD,1,aBCSAx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,11961,79,1,aBCSAx_8.4
aBCTRx,Baja California Treefrog,Pseudacris hypochondriaca,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,1954,4.56170898168,1,0.0,0,0,0,C,TR,1,aBCTRx,10.1,COLD DESERTS,1304925,266729,20,aBCTRx_10.1
aBCTRx,Baja California Treefrog,Pseudacris hypochondriaca,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,1954,4.56170898168,1,0.0,0,0,0,C,TR,1,aBCTRx,10.2,WARM DESERTS,4133844,1936120,47,aBCTRx_10.2
aBCTRx,Baja California Treefrog,Pseudacris hypochondriaca,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,1954,4.56170898168,1,0.0,0,0,0,C,TR,1,aBCTRx,11.1,MEDITERRANEAN CALIFORNIA,3503697,621354,18,aBCTRx_11.1
aBCTRx,Baja California Treefrog,Pseudacris hypochondriaca,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,1954,4.56170898168,1,0.0,0,0,0,C,TR,1,aBCTRx,13.1,UPPER GILA MOUNTAINS,47945,7795,16,aBCTRx_13.1
aBCTRx,Baja California Treefrog,Pseudacris hypochondriaca,55897.0,Pacific Treefrog,Pseudacris regilla,Native,LC,stable,0,1954,4.56170898168,1,0.0,0,0,0,C,TR,1,aBCTRx,6.2,WESTERN CORDILLERA,1071486,356235,33,aBCTRx_6.2
aBESAx,Black-bellied Salamander,Desmognathus quadramaculatus,59256.0,Blackbelly Salamander,Desmognathus quadramaculatus,Native,LC,stable,0,910,3.90185818976,1,90.7599176537,1,1,1,E,TR,1,aBESAx,8.3,SOUTHEASTERN USA PLAINS,317689,14055,4,aBESAx_8.3
aBESAx,Black-bellied Salamander,Desmognathus quadramaculatus,59256.0,Blackbelly Salamander,Desmognathus quadramaculatus,Native,LC,stable,0,910,3.90185818976,1,90.7599176537,1,1,1,E,TR,1,aBESAx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,3120473,558094,18,aBESAx_8.4
aBGCSx,Blue Ridge Gray-cheeked Salamander,Plethodon amplus,59330.0,Blue Ridge Gray-cheeked Salamander,Plethodon amplus,Native,VU,unknown,1,21,4.64817945803,1,100.0,1,1,1,H,DD,1,aBGCSx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,94657,10613,11,aBGCSx_8.4
aBGSAx,Big Levels Salamander,Plethodon sherando,61905.0,Big Levels Salamander,Plethodon sherando,Native,VU,unknown,1,11,22.5737698569,0,100.0,1,1,1,G,DD,1,aBGSAx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,210409,102344,49,aBGSAx_8.4
aBLASx,Black Salamander,Aneides flavipunctatus,59116.0,Black Salamander,Aneides flavipunctatus,Native,NT,decreasing,1,800,59.8456428481,0,66.7913839677,1,1,1,G,DD,1,aBLASx,11.1,MEDITERRANEAN CALIFORNIA,5560817,307831,6,aBLASx_11.1
aBLASx,Black Salamander,Aneides flavipunctatus,59116.0,Black Salamander,Aneides flavipunctatus,Native,NT,decreasing,1,800,59.8456428481,0,66.7913839677,1,1,1,G,DD,1,aBLASx,6.2,WESTERN CORDILLERA,30979334,4662710,15,aBLASx_6.2
aBLASx,Black Salamander,Aneides flavipunctatus,59116.0,Black Salamander,Aneides flavipunctatus,Native,NT,decreasing,1,800,59.8456428481,0,66.7913839677,1,1,1,G,DD,1,aBLASx,7.1,MARINE WEST COAST FOREST,9842080,1632476,17,aBLASx_7.1
aBLSAx,Blanco Blind Salamander,Eurycea robusta,39263.0,Blanco Blind Salamander,Eurycea robusta,Native,DD,unknown,0,5,0.447137887309,1,100.0,1,1,1,E,TR,1,aBLSAx,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,2728,22,1,aBLSAx_9.4
aBLTOx,Black Toad,Anaxyrus exsul,3169.0,Black Toad,Anaxyrus exsul,Native,VU,stable,1,9,0.803750663785,1,99.9904452513,1,1,1,H,DD,1,aBLTOx,10.1,COLD DESERTS,10465,137,1,aBLTOx_10.1
aBLTOx,Black Toad,Anaxyrus exsul,3169.0,Black Toad,Anaxyrus exsul,Native,VU,stable,1,9,0.803750663785,1,99.9904452513,1,1,1,H,DD,1,aBLTOx,10.2,WARM DESERTS,1,0,0,aBLTOx_10.2
aBMSAx,Black Mountain Salamander,Desmognathus welteri,59258.0,Black Mountain Salamander,Desmognathus welteri,Native,LC,unknown,0,486,2.89525385774,1,98.5875113726,1,1,1,E,TR,1,aBMSAx,8.3,SOUTHEASTERN USA PLAINS,20338,43,0,aBMSAx_8.3
aBMSAx,Black Mountain Salamander,Desmognathus welteri,59258.0,Black Mountain Salamander,Desmognathus welteri,Native,LC,unknown,0,486,2.89525385774,1,98.5875113726,1,1,1,E,TR,1,aBMSAx,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,1419532,80542,6,aBMSAx_8.4
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,10.1,COLD DESERTS,7847774,694665,9,aBOFRx_10.1
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,10.2,WARM DESERTS,307429,58217,19,aBOFRx_10.2
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,12.1,WESTERN SIERRA MADRE PIEDMONT,12494,5431,43,aBOFRx_12.1
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,13.1,UPPER GILA MOUNTAINS,230605,46844,20,aBOFRx_13.1
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,5.2,MIXED WOOD SHIELD,213065,31962,15,aBOFRx_5.2
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,6.2,WESTERN CORDILLERA,16892122,4182857,25,aBOFRx_6.2
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,8.1,MIXED WOOD PLAINS,3721303,660132,18,aBOFRx_8.1
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,8.2,CENTRAL USA PLAINS,1945008,237668,12,aBOFRx_8.2
aBOFRx,Boreal Chorus Frog,Pseudacris maculata,136004.0,Boreal Chorus Frog,Pseudacris maculata,Native,LC,stable,0,28249,2.51762227204,1,0.0,0,0,0,C,TR,1,aBOFRx,8.3,SOUTHEASTERN USA PLAINS,1869157,313379,17,aBOFRx_8.3
