Species ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Authority	Infraspecific rank	Infraspecific name	Infraspecific authority	Stock/subpopulation	Synonyms	Common names (Eng)	Common names (Fre)	Common names (Spa)	Red List status	Red List criteria	Red List criteria version	Year assessed	Population trend	Petitioned
176756	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	ELAPIDAE	Acalyptophis	peronii	"(Duméril, 1853)"					Acalyptus peronii  	"Horned Sea Snake, Peron's Sea Snake, Spiny-headed Seasnake"	Acalypte De Peron		LC		3.1	2010	stable	N
22725044	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Acanthis	flammea	"(Linnaeus, 1758)"					Carduelis flammea	"Redpoll, Common Redpoll"			LC		3.1	2016	decreasing	N
22695656	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Accipiter	cooperii	"(Bonaparte, 1828)"						Cooper's Hawk			LC		3.1	2016	increasing	N
22695683	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Accipiter	gentilis	"(Linnaeus, 1758)"						"Northern Goshawk, Eurasian Goshawk, Goshawk"	Autour des palombes		LC		3.1	2016	unknown	N
22734130	ANIMALIA	CHORDATA	AVES	ACCIPITRIFORMES	ACCIPITRIDAE	Accipiter	striatus	"Vieillot, 1807"						Sharp-shinned Hawk			LC		3.1	2016	increasing	N
22710921	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	STURNIDAE	Acridotheres	tristis	"(Linnaeus, 1766)"					Sturnus tristis tristis	Common Myna	Martin triste		LC		3.1	2016	increasing	N
55286	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Acris	crepitans	"Baird, 1854"						Northern Cricket Frog			LC		3.1	2004	stable	N
55287	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	HYLIDAE	Acris	gryllus	"(Le Conte, 1825)"						Southern Cricket Frog			LC		3.1	2014	stable	N
22714797	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	ACROCEPHALIDAE	Acrocephalus	familiaris	"(Rothschild, 1892)"						"Millerbird, Nihoa Millerbird, Nihoa Reed-warbler"			CR	B1ac(iv)	3.1	2016	stable	N
176769	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	ACROCHORDIDAE	Acrochordus	granulatus	"(Schneider, 1799)"					Acrochordus fasciatus  |Chersydrus annulatus  |Chersydrus fasciatus  |Chersydrus granulatus  |Hydrus granulatus  |Pelamis granulatus  	"Wart Snake, Marine File Snake, Little Wartsnake, Small Warty Snake, Little Filesnake"			LC		3.1	2010	stable	N
22693264	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	SCOLOPACIDAE	Actitis	hypoleucos	"Linnaeus, 1758"					Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos	Common Sandpiper	Chevalier guignette		LC		3.1	2016	decreasing	N
22693277	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	SCOLOPACIDAE	Actitis	macularius	"Linnaeus, 1766"					Actitis macularia macularia|Actitis macularia macularia|Tringa macularia macularia	Spotted Sandpiper			LC		3.1	2016	decreasing	N
22696634	ANIMALIA	CHORDATA	AVES	PODICIPEDIFORMES	PODICIPEDIDAE	Aechmophorus	clarkii	"(Lawrence, 1858)"						Clark's Grebe			LC		3.1	2016	decreasing	N
22696631	ANIMALIA	CHORDATA	AVES	PODICIPEDIFORMES	PODICIPEDIDAE	Aechmophorus	occidentalis	"(Lawrence, 1858)"						Western Grebe			LC		3.1	2016	decreasing	N
22689366	ANIMALIA	CHORDATA	AVES	STRIGIFORMES	STRIGIDAE	Aegolius	acadicus	"(Gmelin, 1788)"						Northern Saw-whet Owl			LC		3.1	2016	decreasing	N
22689362	ANIMALIA	CHORDATA	AVES	STRIGIFORMES	STRIGIDAE	Aegolius	funereus	"(Linnaeus, 1758)"						"Boreal Owl, Tengmalm's Owl"			LC		3.1	2016	stable	N
22728583	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	APODIDAE	Aerodramus	bartschi	"(Mearns, 1909)"					Aerodramus bartschi subspecies bartschi|Collocalia bartschi	Mariana Swiftlet			EN	A2e+3e+4e	3.1	2016	decreasing	N
22686733	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	APODIDAE	Aeronautes	saxatalis	"Woodhouse, 1853"						White-throated Swift			LC		3.1	2016	decreasing	N
22694915	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Aethia	cristatella	"(Pallas, 1769)"						Crested Auklet			LC		3.1	2016	decreasing	N
22694906	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Aethia	psittacula	"(Pallas, 1769)"					Cyclorrhynchus psittacula psittacula|Cyclorrhynchus psittacula psittacula	Parakeet Auklet			LC		3.1	2016	decreasing	N
22694921	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Aethia	pusilla	"(Pallas, 1811)"						Least Auklet			LC		3.1	2016	decreasing	N
22694918	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Aethia	pygmaea	"(Gmelin, 1789)"						Whiskered Auklet			LC		3.1	2016	decreasing	N
22724206	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	ICTERIDAE	Agelaius	humeralis	"(Vigors, 1827)"						Tawny-shouldered Blackbird			LC		3.1	2016	stable	N
22724191	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	ICTERIDAE	Agelaius	phoeniceus	"(Linnaeus, 1766)"						Red-winged Blackbird			LC		3.1	2016	decreasing	N
22724196	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	ICTERIDAE	Agelaius	tricolor	"(Audubon, 1837)"						"Tricolored Blackbird, Tricoloured Blackbird"			EN	A2bc+3bc+4bc	3.1	2016	decreasing	N
64297	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	VIPERIDAE	Agkistrodon	contortrix	"(Linnaeus, 1766)"						Northern Copperhead			LC		3.1	2007	stable	N
64298	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	VIPERIDAE	Agkistrodon	piscivorus	"(Lacepede, 1789)"						Cottonmouth			LC		3.1	2007	stable	N
22721288	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Aimophila	ruficeps	"(Cassin, 1852)"						Rufous-crowned Sparrow			LC		3.1	2016	decreasing	N
176757	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	ELAPIDAE	Aipysurus	eydouxii	"(Gray, 1849)"					Aipysurus margaritophorus  |Thalassophis anguillaeformis  |Thalassophis muraeneformis  |Tomogaster eydouxii  	"Eydoux' Sea Snake, Marbled Sea Snake, Spine-tailed Sea Snake"	Aipysure D'eydoux		LC		3.1	2010	unknown	N
22680104	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Aix	sponsa	"(Linnaeus, 1758)"						Wood Duck			LC		3.1	2016	increasing	N
103823212	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Akialoa	ellisiana	(Gray 1860)					Hemignathus ellisianus	Oahu Akialoa			EX		3.1	2016		N
103823431	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Akialoa	lanaiensis	"(Rothschild, 1893)"						Lanai Akialoa			EX		3.1	2016		N
22728910	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Akialoa	obscura	"(Gmelin, 1788)"					Akialoa obscura|Akialoa obscura|Akialoa obscura obscura|Hemignathus obscurus|Hemignathus obscurus	Hawaii Akialoa			EX		3.1	2016		N
103823250	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Akialoa	stejnegeri	"(Wilson, 1889)"						Kauai Akialoa			EX		3.1	2016		N
102998555	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	ALAUDIDAE	Alauda	arvensis	"Linnaeus, 1758"					Alauda japonica	"Eurasian Skylark, Sky Lark, Skylark"	Alouette des champs		LC		3.1	2016	decreasing	N
22694852	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Alca	torda	"Linnaeus, 1758"						Razorbill	Petit Pingouin	Alca común	NT		3.1	2016	decreasing	N
56003281	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Alces	alces	"(Linnaeus, 1758)"					Cervus alces	"Moose, Elk, Eurasian Moose, European Elk, Eurasian Elk, Siberian Elk"	Élan	Alce	LC		3.1	2016	increasing	N
22678691	ANIMALIA	CHORDATA	AVES	GALLIFORMES	PHASIANIDAE	Alectoris	chukar	"(Gray, 1830)"						"Chukar, Chukar Partridge, Chuckar"	Perdrix chukar		LC		3.1	2016	stable	N
22694837	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	ALCIDAE	Alle	alle	"(Linnaeus, 1758)"						"Little Auk, Dovekie"			LC		3.1	2016	decreasing	N
22719614	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	ESTRILDIDAE	Amandava	amandava	"(Linnaeus, 1758)"						Red Avadavat	Bengali amandava		LC		3.1	2016	stable	N
22687583	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Amazilia	beryllina	"(Lichtenstein, 1830)"					Saucerottia beryllina 	Berylline Hummingbird			LC		3.1	2016	unknown	N
22687603	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Amazilia	rutila	"(DeLattre, 1842)"						Cinnamon Hummingbird			LC		3.1	2016	unknown	N
22730168	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Amazilia	tzacatl	"(de la Llave, 1833)"						Rufous-tailed Hummingbird			LC		3.1	2016	unknown	N
22687624	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Amazilia	violiceps	"(Gould, 1859)"						Violet-crowned Hummingbird			LC		3.1	2016	unknown	N
22687606	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Amazilia	yucatanensis	"(Cabot, 1845)"						Buff-bellied Hummingbird			LC		3.1	2016	increasing	N
22686259	ANIMALIA	CHORDATA	AVES	PSITTACIFORMES	PSITTACIDAE	Amazona	viridigenalis	"(Cassin, 1853)"						"Red-crowned Amazon, Red-crowned Parrot, Green-cheeked Amazon"		"Amapola, Amazona Tamaulipeca, Loro Cabeza Roja, Loro Famaulipeco"	EN	A2bcd+3bcd+4bcd	3.1	2016	decreasing	N
59052	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	annulatum	"(Cope, 1886)"					Linguaelapsus annulatum  	Ringed Salamander			LC		3.1	2014	stable	N
59053	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	barbouri	"Kraus & Petranka, 1989"						Streamside Salamander			NT		3.1	2004	decreasing	N
136128	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	bishopi	"(Goin, 1950)"					Linguaelapsus bishopi  	Reticulated Flatwoods Salamander			VU	A2c	3.1	2008	decreasing	N
1098	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	californiense	"Gray, 1853"					Ambystoma tigrinum   	California Tiger Salamander			VU	A2c	3.1	2004	decreasing	N
1099	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	cingulatum	"(Cope, 1867)"					Amblystoma cingulatum  	Frosted Flatwoods Salamander			VU	A2c	3.1	2008	decreasing	N
59057	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	gracile	"(Baird, 1857)"					Siredon gracilis  	Northwestern Salamander			LC		3.1	2015	stable	N
59059	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	jeffersonianum	"(Green, 1827)"					Salamandra jeffersoniana  	Jefferson Salamander			LC		3.1	2015	stable	N
59060	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	laterale	"Hallowell, 1856"					Ambystoma platineum  	Blue-spotted Salamander			LC		3.1	2015	stable	N
59062	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	mabeei	"Bishop, 1928"					Linguaelapsus  mabeei  	Mabee's Salamander			LC		3.1	2004	decreasing	N
59063	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	macrodactylum	"(Baird, 1850)"					Ambystoma macrodactyla  	Long-toed Salamander			LC		3.1	2015	stable	N
59064	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	maculatum	"(Shaw, 1802)"					Salamandra  punctata  	Spotted Salamander			LC		3.1	2015	stable	N
199970	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	mavortium	"Baird, 1850"						Western Tiger Salamander			LC		3.1	2015	unknown	N
59065	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	opacum	"(Gravenhorst, 1807)"					Salamandra opaca  	Marbled Salamander			LC		3.1	2004	stable	N
59069	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	talpoideum	"(Holbrook, 1838)"					Salamandra  talpoidea  	Mole Salamander			LC		3.1	2004	stable	N
59071	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	texanum	"(Matthes, 1855)"					Salamandra texana  	Smallmouth Salamander			LC		3.1	2015	stable	N
83293207	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	tigrinum	"(Green, 1825)"						"Tiger Salamander, Salamandra, Eastern Tiger Salamander"			LC		3.1	2015	stable	N
22721144	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Ammodramus	savannarum	"(Gmelin, 1789)"						Grasshopper Sparrow			LC		3.1	2016	decreasing	N
42399	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Ammospermophilus	harrisii	"(Audubon & Bachman, 1854)"						Harris's Antelope Squirrel			LC		3.1	2016	unknown	N
42451	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Ammospermophilus	interpres	"(Merriam, 1890)"						Texas Antelope Squirrel			LC		3.1	2016	unknown	N
42452	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Ammospermophilus	leucurus	"(Merriam, 1889)"					Ammospermophilus insularis  	White-tailed Antelope Squirrel			LC		3.1	2016	stable	N
1149	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Ammospermophilus	nelsoni	"(Merriam, 1893)"						"Nelson's Antelope Squirrel, San Joaquin Antelope Ground Squirrel, San Joaquin Antelope Squirrel"			EN	B1ab(iii)	3.1	2008	decreasing	N
22721129	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Ammospiza	caudacuta	"(Gmelin, 1788)"					Ammodramus caudacutus	"Saltmarsh Sparrow, Saltmarsh Sharp-tailed Sparrow"			VU	"B2ab(i,ii,iii,iv,v)"	3.1	2016	decreasing	N
22721135	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Ammospiza	leconteii	"(Audubon, 1843)"					Ammodramus leconteii	Le Conte's Sparrow			LC		3.1	2016	decreasing	N
22721123	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Ammospiza	maritima	"(Wilson, 1811)"					Ammodramus maritimus|Ammodramus maritima maritima	Seaside Sparrow			LC		3.1	2016	decreasing	N
22728393	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Ammospiza	nelsoni	"Allen, 1875"					Ammodramus nelsoni	"Nelson's Sparrow, Nelson's Sharp-tailed Sparrow"			LC		3.1	2016	stable	N
1151	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Ammotragus	lervia	"(Pallas, 1777)"						"Aoudad, Uaddan, Barbary Sheep"	Mouflon À Manchettes		VU	C1	3.1	2008	decreasing	N
22721194	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Amphispiza	bilineata	"(Cassin, 1850)"						Black-throated Sparrow			LC		3.1	2016	decreasing	N
22721200	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Amphispiza	quinquestriata	"(Sclater & Salvin, 1868)"					Aimophila quinquestriata |Aimophila quinquestriata |Aimophila quinquestriata 	Five-striped Sparrow			LC		3.1	2016	stable	N
59074	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMPHIUMIDAE	Amphiuma	means	"Garden, 1821"					Axolotus lacertinus  	Two-toed Amphiuma			LC		3.1	2004	unknown	N
59075	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMPHIUMIDAE	Amphiuma	pholeter	"Neill, 1964"						One-toed Amphiuma			NT		3.1	2004	decreasing	N
59076	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMPHIUMIDAE	Amphiuma	tridactylum	"Cuvier, 1827"					Muraenopsis  tridactyla  	Three-toed Amphiuma			LC		3.1	2004	stable	N
22680301	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	acuta	"Linnaeus, 1758"						"Northern Pintail, Pintail"	Canard pilet		LC		3.1	2016	decreasing	N
22680287	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	bahamensis	"Linnaeus, 1758"						White-cheeked Pintail			LC		3.1	2016	decreasing	N
22729717	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	crecca	"Linnaeus, 1758"						"Common Teal, Green-winged Teal, Eurasian Teal, Teal"	Sarcelle d'hiver		LC		3.1	2016	unknown	N
22680178	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	fulvigula	"Ridgway, 1874"						Mottled Duck			LC		3.1	2016	decreasing	N
22680203	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	laysanensis	"Rothschild, 1892"						"Laysan Duck, Laysan Teal"		Pato Real de Laysan	CR	B1ac(iv)	3.1	2016	increasing	N
22680186	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	platyrhynchos	"Linnaeus, 1758"						"Mallard, Northern Mallard, Common Mallard"	Canard colvert		LC		3.1	2016	increasing	N
22680174	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	rubripes	"Brewster, 1902"						"American Black Duck, Black Duck"			LC		3.1	2016	decreasing	N
22680199	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anas	wyvilliana	"Sclater, 1878"						Hawaiian Duck			EN	"B1ab(ii,iii,iv,v)"	3.1	2016	decreasing	N
54570	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	americanus	"(Holbrook, 1836)"					Bufo americanus  	American Toad			LC		3.1	2015	stable	N
54583	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	baxteri	"(Porter, 1964)"					Bufo baxteri  |Bufo hemiophrys  	"Baxter's Toad, Wyoming Toad"			EW		3.1	2004	decreasing	N
3179	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	boreas	"(Baird & Girard, 1852)"					Bufo boreas  	"Western Toad, Boreal Toad"			LC		3.1	2015	decreasing	N
54599	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	californicus	"(Camp, 1915)"					Bufo californicus  	"Arroyo Toad, California Toad, Mexican Arroyo Toad"			EN	A2ac	3.1	2004	decreasing	N
3180	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	canorus	"(Camp, 1916)"					Bufo canorus  	"Yosemite Park Toad, Yosemite Toad"			EN	A2ae	3.1	2004	decreasing	N
54612	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	cognatus	"(Say in James, 1823)"					Bufo cognatus  |Bufo cognatus  	Great Plains Toad			LC		3.1	2015	unknown	N
54626	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	debilis	"(Girard, 1854)"					Bufo debilis  			Sapo Verde	LC		3.1	2004	stable	N
3169	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	exsul	"(Myers, 1942)"					Bufo exsul  	Black Toad			VU	D2	3.1	2004	stable	N
54640	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	fowleri	"(Hinckley, 1882)"					Bufo fowleri  	Fowler's Toad			LC		3.1	2015	stable	N
54661	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	hemiophrys	"(Cope, 1886)"					Bufo hemiophrys  	Canadian Toad			LC		3.1	2015	stable	N
3170	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	houstonensis	"(Sanders, 1953)"					Bufo houstonensis  	Houston Toad			EN	C2a(ii)	3.1	2004	decreasing	N
54709	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	microscaphus	"(Cope, 1867)"					Bufo microscaphus  	Arizona Toad			LC		3.1	2004	decreasing	N
3181	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	nelsoni	"(Stejneger, 1893)"					Bufo nelsoni  				EN	C2a(i)	3.1	2004	decreasing	N
54739	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	punctatus	"(Baird and Girard, 1852)"					Bufo punctatus  |Bufo punctatus  				LC		3.1	2010	stable	N
54743	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	quercicus	"(Holbrook, 1840)"					Bufo quercicus  	Oak Toad			LC		3.1	2004	stable	N
3173	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	retiformis	"(Sanders & Smith, 1951)"					Bufo retiformis  	Sonoran Green Toad		Sapo Verde-sonorense	LC		3.1	2004	stable	N
54761	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	speciosus	"(Girard, 1854)"					Bufo speciosus  	Texas Toad			LC		3.1	2004	stable	N
54777	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	terrestris	"(Bonnaterre, 1789)"					Bufo terrestris  	Southern Toad			LC		3.1	2004	stable	N
54798	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Anaxyrus	woodhousii	"(Girard, 1854)"					Bufo woodhousii  	Woodhouse's Toad			LC		3.1	2004	stable	N
1282	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Aneides	aeneus	"(Cope & Packard, 1881)"						Green Salamander			NT		3.1	2004	decreasing	N
59115	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Aneides	ferreus	"Cope, 1869"						Clouded Salamander			NT		3.1	2004	decreasing	N
59116	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Aneides	flavipunctatus	"(Strauch, 1870)"						Black Salamander			NT		3.1	2004	decreasing	N
59117	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Aneides	hardii	"(Taylor, 1941)"						Sacramento Mountain Salamander			LC		3.1	2004	stable	N
59118	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Aneides	lugubris	"(Hallowell, 1849)"					Ambystoma  punctulatum |Autodax  lugubris|Plethodon  crassulus |Salamandra  lugubris 	"Arboreal Salamander, Sad-colored Anaides"			LC		3.1	2008	stable	N
59119	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	PLETHODONTIDAE	Aneides	vagrans	"Wake & Jackman, 1998"						Wandering Salamander			NT		3.1	2015	decreasing	N
22696702	ANIMALIA	CHORDATA	AVES	SULIFORMES	ANHINGIDAE	Anhinga	anhinga	"(Linnaeus, 1766)"						Anhinga			LC		3.1	2016	decreasing	N
62227	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	ANNIELLIDAE	Anniella	pulchra	"Gray, 1852"						Black Legless Lizard			LC		3.1	2007	decreasing	N
64188	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	DACTYLOIDAE	Anolis	carolinensis	"(Voigt, 1832)"						"Green Anole, American Anole, Carolina Anole, Red-throated Anole"			LC		3.1	2007	stable	N
22694799	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	LARIDAE	Anous	minutus	"Boie, 1844"						Black Noddy	Noddi noir		LC		3.1	2016	stable	N
22694794	ANIMALIA	CHORDATA	AVES	CHARADRIIFORMES	LARIDAE	Anous	stolidus	"(Linnaeus, 1758)"						"Brown Noddy, Common Noddy"	Noddi brun		LC		3.1	2016	stable	N
22679881	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	albifrons	"(Scopoli, 1769)"						"Greater White-fronted Goose, White-fronted Goose"	Oie rieuse		LC		3.1	2016	unknown	N
22679872	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	brachyrhynchus	"Baillon, 1834"						Pink-footed Goose			LC		3.1	2016	increasing	N
22679896	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	caerulescens	"(Linnaeus, 1758)"					Anser caerulescens caerulescens|Anser caerulescens caerulescens|Anser caerulescens caerulescens|Chen caerulescens	Snow Goose			LC		3.1	2016	increasing	N
22679919	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	canagicus	"(Sevastianov, 1802)"					Anas canagica|Anser canagica canagica|Anser canagica canagica|Chen canagica|Chen canagicus	Emperor Goose		Ansar Emperador	NT		3.1	2016	decreasing	N
22679886	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	erythropus							Lesser White-fronted Goose			VU	A2bcd+3bcd+4bcd	3.1	2016	decreasing	N
22679875	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	fabalis							Bean Goose	Oie des moissons		LC		3.1	2016	decreasing	N
22679909	ANIMALIA	CHORDATA	AVES	ANSERIFORMES	ANATIDAE	Anser	rossii	"(Cassin, 1861)"					Anser rossi rossi|Anser rossii rossii|Chen rossii	Ross's Goose			LC		3.1	2016	increasing	N
22687125	ANIMALIA	CHORDATA	AVES	CAPRIMULGIFORMES	TROCHILIDAE	Anthracothorax	prevostii	"(Lesson, 1832)"						Green-breasted Mango			LC		3.1	2016	unknown	N
22718560	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	MOTACILLIDAE	Anthus	cervinus	"(Pallas, 1811)"						Red-throated Pipit	Pipit à gorge rousse		LC		3.1	2016	stable	N
22718553	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	MOTACILLIDAE	Anthus	gustavi	"Swinhoe, 1863"						Pechora Pipit			LC		3.1	2016	stable	N
22718550	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	MOTACILLIDAE	Anthus	hodgsoni	"Richmond, 1907"						Olive-backed Pipit			LC		3.1	2016	stable	N
