gapSppCode,gapComName,gapSciName,iucnTaxonID,iucnComName,iucnSciName,originUS,RedListStatus,PopulationTrend,iucnTrend,hucCount,meanPercUse,habBreadth,L2endemic,spp10p,Endemic,Group,Subgroup,potRare,Spp,totalSppPix,SppProt,SppPercProt
bGREJx,Green Jay,Cyanocorax yncas,22705738.0,Green Jay,Cyanocorax yncas,Native,LC,increasing,0,359,38.08102187203469,0,1,0,1,B,TR,1,bGREJx,16909643,168697,1
bGREPx,Green Parakeet,Aratinga holochlora,62296899.0,Green Parakeet,Psittacara holochlorus,Introduced,LC,decreasing,0,13,9.56072630110676,0,1,1,1,X,X,0,bGREPx,995283,98679,10
bGRFLx,Gray Flycatcher,Empidonax wrightii,22699860.0,American Grey Flycatcher,Empidonax wrightii,Native,LC,increasing,0,13986,56.68494264706132,0,0,0,0,A,A,0,bGRFLx,849520721,90213972,11
bGRHAx,Gray Hawk,Buteo nitidus,22727773.0,Grey Hawk,Buteo plagiatus,Native,LC,unknown,0,1109,19.40362735955245,0,0,0,0,A,A,0,bGRHAx,25955796,1351862,5
bGRHEx,Green Heron,Butorides virescens,22728182.0,Green-backed Heron,Butorides striata,Native,LC,decreasing,1,52626,9.92503353010272,1,0,0,0,F,DD,1,bGRHEx,574947242,52110506,9
bGRPCx,Greater Prairie-chicken,Tympanuchus cupido,22679514.0,Greater Prairie-chicken,Tympanuchus cupido,Native,VU,decreasing,1,5219,70.94394971669679,0,0,0,0,D,DD,1,bGRPCx,413000796,3717792,1
bGRPEx,Greater Pewee,Contopus pertinax,22699798.0,Greater Pewee,Contopus pertinax,Native,LC,decreasing,1,1041,22.41990346846309,0,0,0,0,D,DD,1,bGRPEx,22119590,3073150,14
bGRROx,Greater Roadrunner,Geococcyx californianus,22684458.0,Greater Roadrunner,Geococcyx californianus,Native,LC,stable,0,19707,47.4548962980694,0,0,0,0,A,A,0,bGRROx,1068547820,112071902,10
bGRSCx,Greater Scaup,Aythya marila,22680398.0,Greater Scaup,Aythya marila,Native,LC,decreasing,1,3236,18.398381483729704,0,0,0,0,D,DD,1,bGRSCx,151281105,8042826,5
bGRSGx,Greater Sage-grouse,Centrocercus urophasianus,22679503.0,Sage Grouse,Centrocercus urophasianus,Native,NT,decreasing,1,10202,42.18897885992152,0,0,0,0,D,DD,1,bGRSGx,492725528,37327522,8
bGRSPx,Grasshopper Sparrow,Ammodramus savannarum,22721144.0,Grasshopper Sparrow,Ammodramus savannarum,Native,LC,decreasing,1,55778,23.215850567850147,0,0,0,0,D,DD,1,bGRSPx,1401762995,23599208,2
bGRVIx,Gray Vireo,Vireo vicinior,22705209.0,Grey Vireo,Vireo vicinior,Native,LC,increasing,0,7764,49.2689646187963,0,0,0,0,A,A,0,bGRVIx,415348835,54624193,13
bGRWAx,Grace's Warbler,Dendroica graciae,22721708.0,Grace's Warbler,Setophaga graciae,Native,LC,decreasing,1,5666,32.84292932870041,0,0,0,0,D,DD,1,bGRWAx,192938300,22485744,12
bGRYEx,Greater Yellowlegs,Tringa melanoleuca,22693231.0,Greater Yellowlegs,Tringa melanoleuca,Native,LC,stable,0,10128,28.58530991220963,0,0,0,0,A,A,0,bGRYEx,448400702,27718969,6
bGTGRx,Great-tailed Grackle,Quiscalus mexicanus,22724308.0,Great-tailed Grackle,Quiscalus mexicanus,Native,LC,stable,0,26621,66.50128296662407,0,0,0,0,A,A,0,bGTGRx,2020624173,83381358,4
bGTTOx,Green-tailed Towhee,Pipilo chlorurus,22721304.0,Green-tailed Towhee,Pipilo chlorurus,Native,LC,stable,0,23306,60.9067887310071,0,0,0,0,A,A,0,bGTTOx,1555041674,185264123,12
bGUSGx,Gunnison Sage-grouse,Centrocercus minimus,22728472.0,Gunnison Grouse,Centrocercus minimus,Native,EN,decreasing,1,698,18.061459846217733,0,0,0,0,D,DD,1,bGUSGx,12990094,1147124,9
bGWFGx,Greater White-fronted Goose,Anser albifrons,22679881.0,Greater White-fronted Goose,Anser albifrons,Native,LC,unknown,0,6236,20.03171851496179,0,0,0,0,A,A,0,bGWFGx,155493200,4952240,3
bGWGUx,Glaucous-winged Gull,Larus glaucescens,22694334.0,Glaucous-winged Gull,Larus glaucescens,Native,LC,increasing,0,1635,16.106712834646316,0,0,0,0,A,A,0,bGWGUx,67191381,5829982,9
bGWTEx,Green-winged Teal,Anas crecca,22729717.0,Common Teal,Anas crecca,Native,LC,unknown,0,61235,13.472137038661096,0,0,0,0,A,A,0,bGWTEx,939962771,65378902,7
bGWWAx,Golden-winged Warbler,Vermivora chrysoptera,22721618.0,Golden-winged Warbler,Vermivora chrysoptera,Native,NT,decreasing,1,15079,56.15004441573642,0,0,0,0,D,DD,1,bGWWAx,804292624,55764506,7
bGYRFx,Gyrfalcon,Falco rusticolus,22696500.0,Gyrfalcon,Falco rusticolus,Native,LC,stable,0,13711,54.83745636039929,0,0,0,0,A,A,0,bGYRFx,900438556,26265196,3
bHADUx,Harlequin Duck,Histrionicus histrionicus,22680423.0,Harlequin Duck,Histrionicus histrionicus,Native,LC,increasing,0,4836,12.100729493696045,0,0,0,0,A,A,0,bHADUx,66283937,14269393,22
bHAFLx,Hammond's Flycatcher,Empidonax hammondii,22699857.0,Hammond's Flycatcher,Empidonax hammondii,Native,LC,increasing,0,14400,32.06166681414953,0,1,0,1,B,TR,1,bHAFLx,430559611,87950218,20
bHASHx,Harris's Hawk,Parabuteo unicinctus,22695838.0,Harris's Hawk,Parabuteo unicinctus,Native,LC,decreasing,1,3575,17.73606061160456,0,0,0,0,D,DD,1,bHASHx,74688503,2724534,4
bHASPx,Harris's Sparrow,Zonotrichia querula,22721082.0,Harris's Sparrow,Zonotrichia querula,Native,LC,decreasing,1,12794,42.17449443813253,0,0,0,0,D,DD,1,bHASPx,613977905,7204924,1
bHAWOx,Hairy Woodpecker,Picoides villosus,22681166.0,Hairy Woodpecker,Leuconotopicus villosus,Native,LC,increasing,0,69754,35.045387032191904,0,0,0,0,A,A,0,bHAWOx,2428440122,273964197,11
bHBKIx,Hook-billed Kite,Chondrohierax uncinatus,22694971.0,Hook-billed Kite,Chondrohierax uncinatus,Native,LC,decreasing,1,15,3.5504123071320715,1,1,1,1,H,DD,1,bHBKIx,364014,93350,26
bHEEGx,Heermann's Gull,Larus heermanni,22694296.0,Heermann's Gull,Larus heermanni,Native,NT,increasing,0,176,40.466698114032866,0,1,0,1,B,TR,1,bHEEGx,39295992,254716,1
bHERGx,Herring Gull,Larus argentatus,62030590.0,Arctic Herring Gull,Larus smithsonianus,Native,LC,decreasing,1,32743,27.595685672991628,0,0,0,0,D,DD,1,bHERGx,1213061896,40182727,3
bHESPx,Henslow's Sparrow,Ammodramus henslowii,22721138.0,Henslow's Sparrow,Passerculus henslowii,Native,NT,decreasing,1,19433,16.837603089489292,0,0,0,0,D,DD,1,bHESPx,351105302,9836415,3
bHETAx,Hepatic Tanager,Piranga flava,103811627.0,Hepatic Tanager,Piranga hepatica,Native,LC,increasing,0,5405,31.329753109446482,0,0,0,0,A,A,0,bHETAx,174289861,16911209,10
bHETHx,Hermit Thrush,Catharus guttatus,22708667.0,Hermit Thrush,Catharus guttatus,Native,LC,increasing,0,56064,35.1652475926379,0,0,0,0,A,A,0,bHETHx,1998012439,232877078,12
bHEWAx,Hermit Warbler,Dendroica occidentalis,22721686.0,Hermit Warbler,Setophaga occidentalis,Native,LC,stable,0,1953,20.270839280642733,0,1,0,1,B,TR,1,bHEWAx,37901038,11270596,30
bHOFIx,House Finch,Carpodacus mexicanus,22720563.0,House Finch,Haemorhous mexicanus,Native,LC,increasing,0,64150,49.127791455830994,0,0,0,0,A,A,0,bHOFIx,3226003031,149259040,5
bHOGRx,Horned Grebe,Podiceps auritus,22696606.0,Horned Grebe,Podiceps auritus,Native,VU,decreasing,1,20459,3.400079901713084,1,0,0,0,F,DD,1,bHOGRx,92103840,11500894,12
bHOLAx,Horned Lark,Eremophila alpestris,22717434.0,Horned Lark,Eremophila alpestris,Native,LC,decreasing,1,81097,49.842526111054646,0,0,0,0,D,DD,1,bHOLAx,4368874386,207274797,5
bHOMEx,Hooded Merganser,Lophodytes cucullatus,22680472.0,Hooded Merganser,Lophodytes cucullatus,Native,LC,increasing,0,58092,2.9268808077573483,1,0,0,0,C,TR,1,bHOMEx,192445412,22020476,11
bHOORx,Hooded Oriole,Icterus cucullatus,22724131.0,Hooded Oriole,Icterus cucullatus,Native,LC,increasing,0,5897,9.480657472639065,1,0,0,0,C,TR,1,bHOORx,74613897,3331732,4
bHOREx,Hoary Redpoll,Carduelis hornemanni,,,,Native,,,0,31346,45.168972579861524,0,0,0,0,A,A,0,bHOREx,1379226140,25037471,2
bHOSPx,House Sparrow,Passer domesticus,103818789.0,House Sparrow,Passer domesticus,Introduced,LC,decreasing,0,74178,32.51934244285064,0,0,0,0,X,X,0,bHOSPx,2513425832,26038600,1
bHOWAx,Hooded Warbler,Wilsonia citrina,22721876.0,Hooded Warbler,Setophaga citrina,Native,LC,increasing,0,20604,34.990312322082374,0,0,0,0,A,A,0,bHOWAx,717374428,42778630,6
bHOWRx,House Wren,Troglodytes aedon,103886826.0,House Wren,Troglodytes aedon,Native,LC,increasing,0,75963,18.21534278728432,0,0,0,0,A,A,0,bHOWRx,1419296481,125050309,9
bHUVIx,Hutton's Vireo,Vireo huttoni,22705182.0,Hutton's Vireo,Vireo huttoni,Native,LC,increasing,0,5423,40.94639401649393,0,0,0,0,A,A,0,bHUVIx,205429041,27628724,13
bICGUx,Iceland Gull,Larus glaucoides,22729877.0,Iceland Gull,Larus glaucoides,Native,LC,stable,0,1586,34.240829688006826,0,0,0,0,A,A,0,bICGUx,143656790,2000095,1
bINBUx,Indigo Bunting,Passerina cyanea,22723951.0,Indigo Bunting,Passerina cyanea,Native,LC,decreasing,1,52552,42.774668796857696,0,0,0,0,D,DD,1,bINBUx,2319342807,43688256,2
bINDOx,Inca Dove,Columbina inca,22690762.0,Inca Dove,Columbina inca,Native,LC,increasing,0,7411,14.066546677721215,0,0,0,0,A,A,0,bINDOx,136727233,554045,0
bISSJx,Island Scrub-jay,Aphelocoma insularis,103727785.0,Western Scrub-jay,Aphelocoma californica,Native,LC,stable,0,3,30.337245775552834,0,1,1,1,B,TR,1,bISSJx,196577,45717,23
bJUTIx,Juniper Titmouse,Baeolophus ridgwayi,22729143.0,Juniper Titmouse,Baeolophus ridgwayi,Native,LC,stable,0,12473,32.44558502956509,0,0,0,0,A,A,0,bJUTIx,429504706,57095225,13
bKEWAx,Kentucky Warbler,Oporornis formosus,22721812.0,Kentucky Warbler,Geothlypis formosa,Native,LC,decreasing,1,21330,18.251487396328443,0,0,0,0,D,DD,1,bKEWAx,396032989,33846604,9
bKIEIx,King Eider,Somateria spectabilis,22680409.0,King Eider,Somateria spectabilis,Native,LC,decreasing,1,695,27.15404384339322,0,0,0,0,D,DD,1,bKIEIx,34398706,1343658,4
bKILLx,Killdeer,Charadrius vociferus,22693777.0,Killdeer,Charadrius vociferus,Native,LC,decreasing,1,80056,34.94610545518101,0,0,0,0,D,DD,1,bKILLx,2970318809,69390907,2
bKIRAx,King Rail,Rallus elegans,62155060.0,King Rail,Rallus elegans,Native,NT,decreasing,1,19819,2.7832280928134865,1,0,0,0,F,DD,1,bKIRAx,75004151,12540833,17
bKIWAx,Kirtland's Warbler,Dendroica kirtlandii,22721722.0,Kirtland's Warbler,Setophaga kirtlandii,Native,NT,increasing,0,137,9.556877983877039,1,1,1,1,E,TR,1,bKIWAx,1356600,430157,32
bLAGOx,Lawrence's Goldfinch,Carduelis lawrencei,22720413.0,Lawrence's Goldfinch,Spinus lawrencei,Native,LC,decreasing,1,1977,17.159967887256826,0,0,0,0,D,DD,1,bLAGOx,37843051,2858416,8
bLAGUx,Laughing Gull,Leucophaeus atricilla,22694455.0,Laughing Gull,Larus atricilla,Native,LC,increasing,0,3660,30.178956431038518,0,0,0,0,A,A,0,bLAGUx,202055790,20971845,10
bLALOx,Lapland Longspur,Calcarius lapponicus,22721033.0,Lapland Longspur,Calcarius lapponicus,Native,LC,increasing,0,70293,44.8249545301756,0,0,0,0,A,A,0,bLALOx,3287089534,61751518,2
bLARBx,Lark Bunting,Calamospiza melanocorys,22721049.0,Lark Bunting,Calamospiza melanocorys,Native,LC,decreasing,1,23029,72.28095906332156,0,0,0,0,D,DD,1,bLARBx,1918006030,42582269,2
bLASPx,Lark Sparrow,Chondestes grammacus,22721191.0,Lark Sparrow,Chondestes grammacus,Native,LC,decreasing,1,55532,76.43043452630755,0,0,0,0,D,DD,1,bLASPx,4635197797,239967565,5
bLAZBx,Lazuli Bunting,Passerina amoena,22723948.0,Lazuli Bunting,Passerina amoena,Native,LC,increasing,0,29337,43.06140401843617,0,0,0,0,A,A,0,bLAZBx,1328922484,136056340,10
bLBBGx,Lesser Black-backed Gull,Larus fuscus,22694373.0,Lesser Black-backed Gull,Larus fuscus,Native,LC,increasing,0,2365,23.813755332347693,0,0,0,0,A,A,0,bLBBGx,85813790,10734216,13
bLBCUx,Long-billed Curlew,Numenius americanus,22693195.0,Long-billed Curlew,Numenius americanus,Native,LC,decreasing,1,21176,47.34196914887538,0,0,0,0,D,DD,1,bLBCUx,1115215100,45972088,4
bLBDOx,Long-billed Dowitcher,Limnodromus scolopaceus,22693348.0,Long-billed Dowitcher,Limnodromus scolopaceus,Native,LC,unknown,0,9892,5.610967030585068,1,0,0,0,C,TR,1,bLBDOx,71563028,6493062,9
bLBHEx,Little Blue Heron,Egretta caerulea,22696944.0,Little Blue Heron,Egretta caerulea,Native,LC,decreasing,1,12277,6.434148850278957,1,0,0,0,F,DD,1,bLBHEx,104100281,13992107,13
bLBTHx,Long-billed Thrasher,Toxostoma longirostre,22711102.0,Long-billed Thrasher,Toxostoma longirostre,Native,LC,increasing,0,857,45.06413467144432,0,1,0,1,B,TR,1,bLBTHx,44566975,301717,1
bLBWOx,Ladder-backed Woodpecker,Picoides scalaris,22681152.0,Ladder-backed Woodpecker,Dryobates scalaris,Native,LC,stable,0,9146,48.09039696340533,0,0,0,0,A,A,0,bLBWOx,498457416,75488712,15
bLCSPx,Le Conte's Sparrow,Ammodramus leconteii,22721135.0,Le Conte's Sparrow,Ammospiza leconteii,Native,LC,decreasing,1,20372,36.6829544222719,0,0,0,0,D,DD,1,bLCSPx,825070886,14889698,2
bLCTHx,Le Conte's Thrasher,Toxostoma lecontei,22711121.0,Le Conte's Thrasher,Toxostoma lecontei,Native,LC,stable,0,2808,58.996903587067315,0,1,0,1,B,TR,1,bLCTHx,191883525,58862176,31
