gapSppCode,gapSciName,gapComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,iucnOgn
rGSHLx,Phrynosoma hernandesi,Greater Short-horned Lizard,64076,Phrynosoma hernandesi,Greater Short-horned Lizard,LC,stable,Native
rGSTUx,Chelonia mydas,Green Sea Turtle,4615,Chelonia mydas,Green Turtle,EN,decreasing,Native
rHACOx,Micrurus fulvius,Harlequin Coralsnake,64025,Micrurus fulvius,Eastern Coral Snake,LC,stable,Native
rHSTUx,Eretmochelys imbricata,Hawksbill Sea Turtle,8005,Eretmochelys imbricata,Hawksbill Turtle,CR,decreasing,Native
rIGLIx,Ophisaurus compressus,Island Glass Lizard,63718,Ophisaurus compressus,Island Glass Lizard,LC,decreasing,Native
rINLIx,Xantusia riversiana,Island Night Lizard,23095,Xantusia riversiana,Island Night Lizard,LC,stable,Native
rKELIx,Holbrookia propinqua,Keeled Earless Lizard,64066,Holbrookia propinqua,Keeled Earless Lizard,LC,stable,Native
rKISNx,Clonophis kirtlandii,Kirtland's Snake,63747,Clonophis kirtlandii,Kirtland's Snake,NT,decreasing,Native
rKRSTx,Lepidochelys kempii,Kemp's Ridley Sea Turtle,11533,Lepidochelys kempii,Kemp's Ridley,CR,,Native
rLASWx,Aspidoscelis laredoensis,Laredo Striped Whiptail,64272,Aspidoscelis laredoensis,Laredo Striped Whiptail,LC,stable,Native
rLBSKx,Scincella lateralis,Little Brown Skink,64245,Scincella lateralis,Little Brown Skink,LC,stable,Native
rLEATx,Dermochelys coriacea,Leatherback Sea Turtle,6494,Dermochelys coriacea,Leatherback,VU,decreasing,Native
rLISNx,Tropidoclonion lineatum,Lined Snake,63998,Tropidoclonion lineatum,Lined Snake,LC,stable,Native
rLISWx,Aspidoscelis inornata,Little Striped Whiptail,64270,Aspidoscelis inornata,Little Striped Whiptail,LC,decreasing,Native
rLMTUx,Sternotherus minor,Loggerhead Musk Turtle,170493,Sternotherus minor,Loggerhead Musk Turtle,LC,unknown,Native
rLNLLx,Gambelia wislizenii,Long-nosed Leopard Lizard,64015,Gambelia wislizenii,Long-nosed Leopard Lizard,LC,stable,Native
rLNSNx,Rhinocheilus lecontei,Long-nosed Snake,63909,Rhinocheilus lecontei,Long-nosed Snake,LC,stable,Native
rLOGTx,Caretta caretta,Loggerhead Sea Turtle,3897,Caretta caretta,Loggerhead Turtle,VU,decreasing,Native
rLOPIx,Pituophis ruthveni,Louisiana Pinesnake,63874,Pituophis ruthveni,Louisiana Pine Snake,EN,decreasing,Native
rLTBLx,Urosaurus graciosus,Long-tailed Brush Lizard,64171,Urosaurus graciosus,Long-tailed Brush Lizard,LC,stable,Native
rLWWHx,Aspidoscelis gypsi,Little White Whiptail,64269,Aspidoscelis gypsi,Little White Whiptail,VU,stable,Native
rMALIx,Elgaria kingii,Madrean Alligator Lizard,63702,Elgaria kingii,Madrean Alligator Lizard,LC,stable,Native
rMASSx,Sistrurus catenatus,Massasauga,64346,Sistrurus catenatus,Massasauga,LC,unknown,Native
rMBHSx,Tantilla atriceps,Mexican Black-headed Snake,63935,Tantilla atriceps,Mexican Black-headed Snake,LC,stable,Native
rMEGAx,Thamnophis eques,Mexican Gartersnake,63977,Thamnophis eques,Mexican Garter Snake,LC,stable,Native
rMFTLx,Uma scoparia,Mohave Fringe-toed Lizard,64166,Uma scoparia,Mojave Fringe-toed Lizard,LC,stable,Native
rMGLIx,Ophisaurus mimicus,Mimic Glass Lizard,63720,Ophisaurus mimicus,Mimic Glass Lizard,LC,decreasing,Native
rMLSKx,Plestiodon multivirgatus,Many-lined Skink,64234,Plestiodon multivirgatus,Many-lined Skink,LC,stable,Native
rMORAx,Crotalus scutulatus,Mohave Rattlesnake,64332,Crotalus scutulatus,Mojave Rattlesnake,LC,stable,Native
rMOSKx,Plestiodon egregius,Mole Skink,64226,Plestiodon egregius,Mole Skink,LC,decreasing,Native
rMPSLx,Trachemys gaigeae,Mexican Plateau Slider,22024,Trachemys gaigeae,Big Bend Slider,VU,unknown,Native
rMSWAx,Nerodia cyclopion,Mississippi Green Watersnake,63853,Nerodia cyclopion,Mississippi Green Water Snake,LC,stable,Native
rMTSKx,Plestiodon callicephalus,Mountain Skink,64222,Plestiodon callicephalus,Mountain Skink,LC,stable,Native
rNALIx,Elgaria coerulea,Northern Alligator Lizard,63701,Elgaria coerulea,Northern Alligator Lizard,LC,stable,Native
rNARAx,Coluber constrictor,North American Racer,63748,Coluber constrictor,Eastern Racer,LC,stable,Native
rNHGAx,Thamnophis rufipunctatus,Narrow-headed Gartersnake,63990,Thamnophis rufipunctatus,,LC,decreasing,Native
rNMTHx,Leptotyphlops dissectus,New Mexico Threadsnake,64056,Rena dissecta,New Mexico Bland Snake,LC,stable,Native
rNMTUx,Graptemys geographica,Northern Map Turtle,165598,Graptemys geographica,Northern Map Turtle,LC,stable,Native
rNMWHx,Aspidoscelis neomexicana,New Mexico Whiptail,64278,Aspidoscelis neomexicana,New Mexico Whiptail,LC,stable,Native
rNRBCx,Pseudemys rubriventris,Northern Red-bellied Cooter,18460,Pseudemys rubriventris,Northern Redbelly Turtle,NT,unknown,Native
rNRBOx,Charina bottae,Northern Rubber Boa,62228,Charina bottae,Rubber Boa,LC,stable,Native
rNWATx,Nerodia sipedon,Northern Watersnake,62239,Nerodia sipedon,Lake Erie Water Snake,LC,stable,Native
rNWGAx,Thamnophis ordinoides,Northwestern Gartersnake,63985,Thamnophis ordinoides,Northwestern Garter Snake,LC,stable,Native
rOBTUx,Terrapene ornata,Ornate Box Turtle,21644,Terrapene ornata,Ornate Box Turtle,NT,decreasing,Native
rOMTUx,Graptemys ouachitensis,Ouachita Map Turtle,165599,Graptemys ouachitensis,Ouachita Map Turtle,LC,stable,Native
rORSTx,Lepidochelys olivacea,Olive Ridley Sea Turtle,11534,Lepidochelys olivacea,Olive Ridley,VU,decreasing,Native
rORWHx,Aspidoscelis hyperythra,Orange-throated Whiptail,4996,Aspidoscelis hyperythra,Orange-throated Race-runner,LC,decreasing,Native
rOTLIx,Urosaurus ornatus,Ornate Tree Lizard,64174,Urosaurus ornatus,Ornate Tree Lizard,LC,stable,Native
rPALIx,Elgaria panamintina,Panamint Alligator Lizard,40792,Elgaria panamintina,Panamint Alligator Lizard,VU,decreasing,Native
rPASWx,Aspidoscelis pai,Pai Striped Whiptail,64281,Aspidoscelis pai,Pai Striped Whiptail,LC,stable,Native
rPATUx,Chrysemys picta,Painted Turtle,163467,Chrysemys picta,Painted Turtle,LC,stable,Native
rPBHSx,Tantilla nigriceps,Plains Black-headed Snake,63952,Tantilla nigriceps,Plains Black-headed Snake,LC,stable,Native
rPBWAx,Nerodia erythrogaster,Plain-bellied Watersnake,63854,Nerodia erythrogaster,Plain-bellied Watersnake,LC,stable,Native
rPCOOx,Pseudemys peninsularis,Peninsula Cooter,170496,Pseudemys peninsularis,Peninsula Cooter,LC,unknown,Native
rPHNSx,Heterodon nasicus,Plains Hog-nosed Snake,63819,Heterodon nasicus,Western Hog-nosed Snake,LC,stable,Native
rPINEx,Pituophis melanoleucus,Pinesnake,63873,Pituophis melanoleucus,Pine Snake,LC,decreasing,Native
rPLGAx,Thamnophis radix,Plains Gartersnake,63988,Thamnophis radix,Plains Garter Snake,LC,stable,Native
rPLSWx,Aspidoscelis velox,Plateau Striped Whiptail,64292,Aspidoscelis velox,Plateau Striped Whiptail,LC,stable,Native
rPLTGx,Phyllodactylus nocticolus,Peninsular Leaf-toed Gecko,64051,Phyllodactylus xanti,Peninsular Leaf-toed Gecko,LC,stable,Native
rPLWHx,Aspidoscelis scalaris,Plateau Spotted Whiptail,64286,Aspidoscelis septemvittata,Mexican Plateau Spotted Whiptail,LC,stable,Native
rPMTUx,Graptemys gibbonsi,Pascagoula Map Turtle,184436,Graptemys gibbonsi,Pascagoula Map Turtle,EN,decreasing,Native
rPOSLx,Trachemys scripta,Pond Slider,22028,Trachemys scripta,Yellow-bellied Slider Turtle,LC,stable,Native
rPRATx,Sistrurus miliarius,Pygmy Rattlesnake,64347,Sistrurus miliarius,Pygmy Rattlesnake,LC,stable,Native
rPRRAx,Crotalus viridis,Prairie Rattlesnake,64339,Crotalus viridis,Prairie Rattlesnake,LC,stable,Native
rPRSKx,Plestiodon septentrionalis,Prairie Skink,64239,Plestiodon septentrionalis,Northern Prairie Skink,LC,stable,Native
rPSHLx,Phrynosoma douglasii,Pygmy Short-horned Lizard,64075,Phrynosoma douglasii,Pygmy Short-horned Lizard,LC,stable,Native
rPWLIx,Rhadinaea flavilata,Pine Woods Littersnake,63890,Rhadinaea flavilata,Pine Woods Littersnake,LC,stable,Native
rQUEEx,Regina septemvittata,Queensnake,63887,Regina septemvittata,Queen Snake,LC,stable,Native
rRASNx,Farancia erytrogramma,Rainbow Snake,63780,Farancia erytrogramma,Rainbow Snake,LC,stable,Native
rRBGEx,Coleonyx reticulatus,Reticular Banded Gecko,64037,Coleonyx reticulatus,Reticulate Banded Gecko,LC,stable,Native
rRBLIx,Sceloporus variabilis,Rose-bellied Lizard,198414,Sceloporus variabilis,Rose-bellied Lizard,LC,stable,Native
rRBMTx,Sternotherus carinatus,Razor-backed Musk Turtle,170492,Sternotherus carinatus,Razor-backed Musk Turtle,LC,unknown,Native
rRBMUx,Farancia abacura,Red-bellied Mudsnake,63779,Farancia abacura,Red-bellied Mudsnake,LC,stable,Native
rRBSNx,Storeria occipitomaculata,Red-bellied Snake,63930,Storeria occipitomaculata,Red-bellied Snake,LC,stable,Native
rRBSSx,Coniophanes imperialis,Regal Black-striped Snake,63750,Coniophanes imperialis,Black-striped Snake,LC,stable,Native
rRBWHx,Aspidoscelis xanthonota,Red-backed Whiptail,64251,Aspidoscelis burti,Canyon Spotted Whiptail,LC,stable,Native
rRCLIx,Crotaphytus reticulatus,Reticulate Collared Lizard,64012,Crotaphytus reticulatus,Reticulate Collared Lizard,VU,decreasing,Native
rRDRAx,Crotalus ruber,Red Diamond Rattlesnake,64331,Crotalus ruber,Red Diamond Rattlesnake,LC,decreasing,Native
rRECOx,Pantherophis guttatus,Red Cornsnake,63863,Pantherophis guttatus,Red Cornsnake,LC,stable,Native
rREGEx,Sphaerodactylus notatus,Reef Gecko,64052,Sphaerodactylus notatus,Brown-speckled Sphaero,LC,stable,Native
rRFMTx,Kinosternon hirtipes,Rough-footed Mud Turtle,63670,Kinosternon hirtipes,Rough-footed Mud Turtle,LC,decreasing,Native
rRGCOx,Pseudemys gorzugi,Rio Grande Cooter,18459,Pseudemys gorzugi,Rio Grande Cooter,NT,unknown,Native
rRHLIx,Phrynosoma solare,Regal Horned Lizard,64081,Phrynosoma solare,Regal Horned Lizard,LC,stable,Native
rRICOx,Pseudemys concinna,River Cooter,163444,Pseudemys concinna,River Cooter,LC,unknown,Native
rRMTUx,Graptemys oculifera,Ringed Map Turtle,9499,Graptemys oculifera,Ringed Sawback,VU,unknown,Native
rRNRAx,Crotalus willardi,Ridge-nosed Rattlesnake,62253,Crotalus willardi,New Mexican Ridge-nosed Rattlesnake,LC,stable,Native
rRNSNx,Diadophis punctatus,Ring-necked Snake,63769,Diadophis punctatus,Ring-necked Snake,LC,stable,Native
rROBOx,Lichanura trivirgata,Rosy Boa,63726,Lichanura trivirgata,Rosy Boa,LC,stable,Native
rROEAx,Virginia striatula,Rough Earthsnake,64002,Haldea striatula,Rough Earth Snake,LC,stable,Native
rROGRx,Opheodrys aestivus,Rough Greensnake,63859,Opheodrys aestivus,Rough Green Snake,LC,stable,Native
rRRATx,Crotalus lepidus,Rock Rattlesnake,64321,Crotalus lepidus,Rock Rattlesnake,LC,stable,Native
rRRCSx,Tantilla oolitica,Rim Rock Crowned Snake,63954,Tantilla oolitica,Rim Rock Crowned Snake,EN,decreasing,Native
rRTHLx,Phrynosoma modestum,Round-tailed Horned Lizard,64078,Phrynosoma modestum,Round-tailed Horned Lizard,LC,stable,Native
rSALSx,Phyllorhynchus browni,Saddled Leaf-nosed Snake,63867,Phyllorhynchus browni,,LC,stable,Native
rSANLx,Xantusia gracilis,Sandstone Night Lizard,64365,Xantusia gracilis,Sandstone Night Lizard,VU,unknown,Native
rSAWAx,Nerodia clarkii,Saltmarsh Watersnake,63852,Nerodia clarkii,Atlantic Saltmarsh Snake,LC,decreasing,Native
rSBGEx,Coleonyx switaki,Switak's Banded Gecko,64038,Coleonyx switaki,Barefoot Banded Gecko,LC,unknown,Native
rSBHSx,Tantilla hobartsmithi,Smith's Black-headed Snake,63947,Tantilla hobartsmithi,Southwestern Blackhead Snake,LC,stable,Native
rSBLIx,Sceloporus slevini,Slevin's Bunchgrass Lizard,64145,Sceloporus slevini,,LC,decreasing,Native
rSCARx,Cemophora coccinea,Scarletsnake,63740,Cemophora coccinea,Scarlet Snake,LC,stable,Native
rSCLIx,Crotaphytus nebrius,Sonoran Collared Lizard,64011,Crotaphytus nebrius,Sonoran Collared Lizard,LC,stable,Native
rSCSNx,Regina alleni,Striped Crayfish Snake,63884,Liodytes alleni,Striped Crayfish Snake,LC,stable,Native
rSCWHx,Coluber schotti,Schott's Whipsnake,63848,Masticophis schotti,Schott's Whipsnake,LC,stable,Native
rSESNx,Tantilla coronata,Southeastern Crowned Snake,63941,Tantilla coronata,Southeastern Crowned Snake,LC,stable,Native
rSFLSx,Plestiodon inexpectatus,Southeastern Five-lined Skink,64229,Plestiodon inexpectatus,Southeastern Five-lined Skink,LC,stable,Native
rSGLIx,Ophisaurus attenuatus,Slender Glass Lizard,63716,Ophisaurus attenuatus,Slender Glass Lizard,LC,stable,Native
rSHGAx,Thamnophis brachystoma,Short-headed Gartersnake,63971,Thamnophis brachystoma,Short-headed Gartersnake,LC,stable,Native
rSHNSx,Heterodon simus,Southern Hog-nosed Snake,63821,Heterodon simus,Southern Hog-nosed Snake,VU,decreasing,Native
rSIDEx,Crotalus cerastes,Sidewinder,64315,Crotalus cerastes,Sidewinder,LC,stable,Native
rSIGAx,Thamnophis couchii,Sierra Gartersnake,63974,Thamnophis couchii,Western Aquatic Garter Snake,LC,stable,Native
rSLCOx,Pantherophis slowinskii,Slowinski's Cornsnake,63865,Pantherophis slowinskii,Slowinski's Cornsnake,DD,unknown,Native
rSLRAx,Aspidoscelis sexlineata,Six-lined Racerunner,64287,Aspidoscelis sexlineata,Six-lined Racerunner,LC,stable,Native
rSMEAx,Virginia valeriae,Smooth Earthsnake,64003,Virginia valeriae,Smooth Earth Snake,LC,stable,Native
rSMGRx,Opheodrys vernalis,Smooth Greensnake,63842,Opheodrys vernalis,Smooth Green Snake,LC,stable,Native
rSMKIx,Lampropeltis pyromelana,Sonoran Mountain Kingsnake,63831,Lampropeltis pyromelana,Sonoran Mountain Kingsnake,LC,stable,Native
rSMSOx,Apalone mutica,Smooth Softshell,165596,Apalone mutica,Smooth Softshell Turtle,LC,unknown,Native
rSNTUx,Chelydra serpentina,Snapping Turtle,163424,Chelydra serpentina,Snapping Turtle,LC,stable,Native
rSOALx,Elgaria multicarinata,Southern Alligator Lizard,63703,Elgaria multicarinata,Southern Alligator Lizard,LC,decreasing,Native
rSOCOx,Micruroides euryxanthus,Sonoran Coralsnake,64017,Micruroides euryxanthus,Western Coral Snake,LC,stable,Native
rSOMTx,Kinosternon sonoriense,Sonoran Mud Turtle,11011,Kinosternon sonoriense,Sonoyta Mud Turtle,NT,unknown,Native
rSOPTx,Chrysemys dorsalis,Southern Painted Turtle,163467,Chrysemys picta,Painted Turtle,LC,stable,Native
rSOWAx,Nerodia fasciata,Southern Watersnake,62237,Nerodia fasciata,Southern Water Snake,LC,stable,Native
rSOWHx,Coluber bilineatus,Sonoran Whipsnake,63847,Masticophis bilineatus,Sonoran Whipsnake,LC,stable,Native
rSPLIx,Sceloporus virgatus,Striped Plateau Lizard,64159,Sceloporus virgatus,Striped Plateau Lizard,LC,stable,Native
rSPLSx,Phyllorhynchus decurtatus,Spotted Leaf-nosed Snake,63868,Phyllorhynchus decurtatus,Spotted Leaf-nosed Snake,LC,stable,Native
rSPSNx,Contia tenuis,Sharp-tailed Snake,63766,Contia tenuis,Sharp-tailed Snake,LC,stable,Native
rSPSOx,Apalone spinifera,Spiny Softshell,163451,Apalone spinifera,Spiny Softshell Turtle,LC,stable,Native
rSPTUx,Clemmys guttata,Spotted Turtle,4968,Clemmys guttata,Spotted Turtle,EN,decreasing,Native
rSRATx,Crotalus mitchellii,Speckled Rattlesnake,64323,Crotalus mitchellii,Speckled Rattlesnake,LC,stable,Native
rSRBOx,Charina umbratica,Southern Rubber Boa,62228,Charina bottae,Rubber Boa,LC,stable,Native
rSSNSx,Chionactis palarostris,Sonoran Shovel-nosed Snake,63746,Chionactis palarostris,Sonoran Shovel-nosed Snake,LC,unknown,Native
rSSWHx,Aspidoscelis sonorae,Sonoran Spotted Whiptail,64288,Aspidoscelis sonorae,Sonoran Spotted Whiptail,LC,stable,Native
rSTELx,Holbrookia lacerata,Spot-tailed Earless Lizard,64064,Holbrookia lacerata,Spot-tailed Earless Lizard,NT,decreasing,Native
rSTMTx,Kinosternon baurii,Striped Mud Turtle,163429,Kinosternon baurii,Striped Mud Turtle,LC,unknown,Native
rSTRAx,Coluber lateralis,Striped Racer,62236,Masticophis lateralis,Almeda Striped Racer,LC,stable,Native
rSTSNx,Lampropeltis extenuata,Short-tailed Snake,63927,Lampropeltis extenuata,Short-tailed Snake,NT,decreasing,Native
rSTWHx,Coluber taeniatus,Striped Whipsnake,63850,Masticophis taeniatus,Striped Whipsnake,LC,stable,Native
rSUCOx,Pseudemys suwanniensis,Suwannee Cooter,163444,Pseudemys concinna,River Cooter,LC,unknown,Native
rTALIx,Gerrhonotus infernalis,Texas Alligator Lizard,63707,Gerrhonotus infernalis,Texas Alligator Lizard,LC,stable,Native
rTBHSx,Tantilla cucullata,Trans-pecos Black-Headed Snake,63942,Tantilla cucullata,Trans-pecos Black-headed Snake,LC,stable,Native
rTEGAx,Thamnophis elegans,Terrestrial Gartersnake,63976,Thamnophis elegans,Western Terrestrial Garter Snake,LC,stable,Native
rTERAx,Pantherophis obsoletus,Texas Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable,Native
rTHLIx,Phrynosoma cornutum,Texas Horned Lizard,64072,Phrynosoma cornutum,Texas Horned Lizard,LC,stable,Native
rTHNSx,Ficimia streckeri,Tamaulipan Hook-nosed Snake,63784,Ficimia streckeri,Tamaulipan Hook-nosed Snake,LC,stable,Native
rTIRAx,Crotalus horridus,Timber Rattlesnake,64318,Crotalus horridus,Timber Rattlesnake,LC,decreasing,Native
rTIWHx,Aspidoscelis tigris,Tiger Whiptail,64290,Aspidoscelis tigris,Western Whiptail,LC,stable,Native
rTMTUx,Graptemys versa,Texas Map Turtle,9503,Graptemys versa,Texas Map Turtle,LC,stable,Native
rTPRAx,Bogertophis subocularis,Trans-pecos Ratsnake,63737,Bogertophis subocularis,Trans-pecos Rat Snake,LC,decreasing,Native
rTRATx,Crotalus tigris,Tiger Rattlesnake,64335,Crotalus tigris,Tiger Rattlesnake,LC,stable,Native
rTSGAx,Thamnophis hammondii,Two-striped Gartersnake,21707,Thamnophis hammondii,Two-striped Gartersnake,LC,decreasing,Native
rTSLIx,Sceloporus olivaceus,Texas Spiny Lizard,64133,Sceloporus olivaceus,Texas Spiny Lizard,LC,stable,Native
rTSRAx,Crotalus pricei,Twin-spotted Rattlesnake,64328,Crotalus pricei,Twin-spotted Rattlesnake,LC,stable,Native
rTSSNx,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,63818,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,LC,stable,Native
rTXBGx,Coleonyx brevis,Texas Banded Gecko,64034,Coleonyx brevis,Texas Banded Gecko,LC,stable,Native
rTXCOx,Pseudemys texana,Texas Cooter,170497,Pseudemys texana,Texas Cooter,LC,unknown,Native
rTXCSx,Micrurus tener,Texas Coralsnake,64033,Micrurus tener,Texas Coral Snake,LC,stable,Native
rTXLYx,Trimorphodon vilkinsonii,Texas Lyresnake,63997,Trimorphodon vilkinsonii,Chihuahuan Lyre Snake,LC,stable,Native
rTXTHx,Leptotyphlops dulcis,Texas Threadsnake,64057,Rena dulcis,Texas Threadsnake,LC,unknown,Native
rTXTOx,Gopherus berlandieri,Texas Tortoise,9401,Gopherus berlandieri,Berlandier's Tortoise,LR/lc,,Native
rVASAx,Chilomeniscus stramineus,Variable Sandsnake,63744,Chilomeniscus stramineus,Variable Sandsnake,LC,stable,Native
rWBGEx,Coleonyx variegatus,Western Banded Gecko,64039,Coleonyx variegatus,Western Banded Gecko,LC,stable,Native
rWBHSx,Tantilla planiceps,Western Black-headed Snake,63955,Tantilla planiceps,Western Black-headed Snake,LC,stable,Native
rWDBRx,Crotalus atrox,Western Diamond-backed Rattlesnake,64311,Crotalus atrox,Western Diamond-backed Rattlesnake,LC,stable,Native
rWELYx,Trimorphodon biscutatus,Western Lyresnake,63997,Trimorphodon vilkinsonii,Chihuahuan Lyre Snake,LC,stable,Native
rWERAx,Crotalus oreganus,Western Rattlesnake,64326,Crotalus oreganus,Western Rattlesnake,LC,stable,Native
rWERIx,Thamnophis proximus,Western Ribbonsnake,198522,Thamnophis proximus,Western Ribbon Snake,LC,stable,Native
rWESKx,Plestiodon skiltonianus,Western Skink,64240,Plestiodon skiltonianus,Western Skink,LC,stable,Native
rWETHx,Leptotyphlops humilis,Western Threadsnake,64058,Rena humilis,Western Slender Blindsnake,LC,stable,Native
rWEWOx,Carphophis vermis,Western Wormsnake,63739,Carphophis vermis,,LC,stable,Native
rWFLIx,Sceloporus occidentalis,Western Fence Lizard,64131,Sceloporus occidentalis,Western Fence Lizard,LC,stable,Native
rWGROx,Sonora semiannulata,Western Groundsnake,63925,Sonora semiannulata,Ground Snake,LC,stable,Native
rWOTUx,Glyptemys insculpta,Wood Turtle,4965,Glyptemys insculpta,Wood Turtle,EN,decreasing,Native
rWPNSx,Salvadora hexalepis,Western Patch-nosed Snake,63912,Salvadora hexalepis,Western Patch-nosed Snake,LC,stable,Native
rWPTUx,Actinemys marmorata,Western Pond Turtle,4969,Actinemys marmorata,Western Pond Turtle,VU,,Native
rWSNSx,Chionactis occipitalis,Western Shovel-nosed Snake,63745,Chionactis occipitalis,Western Shovel-nosed Snake,LC,stable,Native
rYBHSx,Tantilla yaquia,Yaqui Black-headed Snake,63966,Tantilla yaquia,Yaqui Black-headed Snake,LC,stable,Native
rYBKIx,Lampropeltis calligaster,Yellow-bellied Kingsnake,63826,Lampropeltis calligaster,Yellow-bellied Kingsnake,LC,stable,Native
rYBMTx,Graptemys flavimaculata,Yellow-blotched Map Turtle,9498,Graptemys flavimaculata,Yellow Blotched Sawback,VU,decreasing,Native
rYFTLx,Uma rufopunctata,Yuman Fringe-toed Lizard,64165,Uma rufopunctata,Yuman Desert Fringe-toed Lizard,NT,decreasing,Native
rYMTUx,Kinosternon flavescens,Yellow Mud Turtle,163421,Kinosternon flavescens,Yellow Mud Turtle,LC,unknown,Native
rYSLIx,Sceloporus jarrovii,Yarrow's Spiny Lizard,64116,Sceloporus jarrovii,Mountain Spiny Lizard,LC,stable,Native
rZTLIx,Callisaurus draconoides,Zebra-tailed Lizard,64061,Callisaurus draconoides,Zebra-tailed Lizard,LC,stable,Native
